station_id,station_name,latitude,longitude,elevation_m,obs_start,obs_end,n_valid_records,n_missing_records,total_records
0-203-0-10602036001,Netřebice,48.7925114,14.4535261,616.0,1970-09-07 06:00:00+00:00,2018-12-17 06:00:00+00:00,2276,15285,17561
0-203-0-10602046001,Nové Hrady,48.7908,14.7825,542.0,1963-02-23 06:00:00+00:00,1993-12-20 06:00:00+00:00,1501,9456,10957
0-203-0-10602062001,Trhové Sviny,48.8455767,14.6372439,468.0,1961-01-06 06:00:00+00:00,2019-12-30 06:00:00+00:00,2800,18597,21397
0-203-0-10602066001,Besednice,48.7915,14.5549319,593.0,1946-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,2069,14065,16134
0-203-0-10602076001,Kamenný Újezd,48.8962475,14.4526111,507.0,2023-05-01 06:00:00+00:00,2025-12-22 06:00:00+00:00,135,841,976
0-203-0-10602077001,Roudné,48.9356,14.4903,393.0,1963-05-03 06:00:00+00:00,2017-05-29 06:00:00+00:00,2486,16330,18816
0-203-0-10603048001,Němčice,49.0308,14.2714,436.0,1991-01-07 06:00:00+00:00,2025-12-22 06:00:00+00:00,1602,11182,12784
0-203-0-10603060001,Hluboká nad Vltavou,49.0536578,14.4334833,410.0,1962-06-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2976,20190,23166
0-203-0-10702007001,Hranice,48.8188419,14.8469519,479.0,1946-01-04 06:00:00+00:00,2025-12-22 06:00:00+00:00,3209,23509,26718
0-203-0-10702010001,Suchdol nad Lužnicí,48.8928,14.8669,457.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2144,14294,16438
0-203-0-10702020001,Nová Bystřice,49.0190528,15.0986103,583.0,1955-11-17 06:00:00+00:00,2024-01-29 06:00:00+00:00,3166,21824,24990
0-203-0-10702028001,Chlum u Třeboně,48.9581153,14.9351097,462.0,1950-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,3173,23355,26528
0-203-0-10702037001,Lipnice,48.9109033,14.7651161,469.0,2012-01-02 06:00:00+00:00,2025-12-22 06:00:00+00:00,700,4414,5114
0-203-0-10702039001,Ledenice,48.9334328,14.6184119,496.0,1985-02-11 06:00:00+00:00,2025-12-22 06:00:00+00:00,1857,12657,14514
0-203-0-10702054001,Jelmo  Rudolfov,49.0447,14.5611,505.0,1988-01-04 06:00:00+00:00,1998-10-26 06:00:00+00:00,437,6474,6911
0-203-0-10702056101,Lomnice nad Lužnicí,49.0883,14.7231,423.0,1944-02-04 06:00:00+00:00,2005-12-12 06:00:00+00:00,1990,13472,15462
0-203-0-10702060001,Ševětín,49.1000267,14.56552,501.0,1980-01-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2125,14677,16802
0-203-0-10703011001,Kamenice nad Lipou  Vodná,49.2831,15.0633,557.0,1954-01-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,3283,23260,26543
0-203-0-10703017001,Nová Včelnice,49.2229981,15.0685064,509.0,1944-02-11 06:00:00+00:00,2025-12-29 06:00:00+00:00,3220,24138,27358
0-203-0-10703027001,Lodhéřov,49.2131911,14.9622222,526.0,1956-01-28 06:00:00+00:00,2025-12-29 06:00:00+00:00,3176,22223,25399
0-203-0-10703036001,Strmilov,49.1630636,15.2067203,582.0,1964-01-10 06:00:00+00:00,2024-01-29 06:00:00+00:00,2286,15361,17647
0-203-0-10703041001,Kunžak,49.1219,15.19,590.0,1941-12-05 06:00:00+00:00,2005-12-26 06:00:00+00:00,2457,17201,19658
0-203-0-10703053001,Lásenice,49.0742,14.9689,452.0,1985-11-04 06:00:00+00:00,2008-05-26 06:00:00+00:00,833,7476,8309
0-203-0-10703057001,Stráž nad Nežárkou,49.0669992,14.9129792,478.0,1980-02-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,2121,14650,16771
0-203-0-10703073001,Kardašova Řečice,49.1864,14.8558,450.0,1971-04-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,1758,12585,14343
0-203-0-10704001001,Veselí nad Lužnicí,49.1855297,14.7095372,409.0,2025-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,50,315,365
0-203-0-10704035001,Tučapy,49.2919,14.8017,454.0,2009-04-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,830,5289,6119
0-203-0-10704040001,Soběslav,49.2556,14.7033,421.0,1971-01-04 06:00:00+00:00,1993-11-15 06:00:00+00:00,1019,7108,8127
0-203-0-10704040002,Klenovice,49.2806,14.7011,421.0,1994-07-04 06:00:00+00:00,2009-03-30 06:00:00+00:00,663,4846,5509
0-203-0-10704050001,Planá nad Lužnicí,49.3533,14.6969,404.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,2963,19617,22580
0-203-0-10704056001,Chýnov,49.4083044,14.8120983,498.0,1952-01-04 06:00:00+00:00,2002-12-30 06:00:00+00:00,2049,16004,18053
0-203-0-10704084001,Olší,49.4362272,14.5099342,495.0,2013-08-05 06:00:00+00:00,2025-12-22 06:00:00+00:00,615,3921,4536
0-203-0-10704085001,Řepeč,49.4042,14.5186,475.0,1980-01-07 06:00:00+00:00,2005-12-26 06:00:00+00:00,1163,8245,9408
0-203-0-10704094001,Jistebnice,49.484444,14.529167,580.0,1960-12-16 06:00:00+00:00,2025-12-29 06:00:00+00:00,3133,20608,23741
0-203-0-10704104001,Milevsko,49.452778,14.368611,453.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,3038,20278,23316
0-203-0-10704117001,Bernartice,49.3662453,14.3893392,485.0,1946-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3166,25780,28946
0-203-0-10705014001,Temešvár,49.3572,14.2633,421.0,1994-07-04 06:00:00+00:00,2012-12-31 06:00:00+00:00,858,12291,13149
0-203-0-10705023001,Kovářov  Vepice,49.525278,14.301389,527.0,1966-04-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2600,17133,19733
0-203-0-10801005002,Filipova Huť,49.0298283,13.5197133,1110.0,1968-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,2864,18230,21094
0-203-0-10801017001,Srní  Vchynice - Tetov I,49.0606156,13.5041194,930.0,1982-11-01 06:00:00+00:00,2025-12-22 06:00:00+00:00,1985,13448,15433
0-203-0-10801028001,Prášily,49.1069,13.3786,883.0,1970-12-07 06:00:00+00:00,2025-12-22 06:00:00+00:00,2541,16389,18930
0-203-0-10801053001,Hartmanice,49.17,13.4628,725.0,1961-01-06 06:00:00+00:00,2011-07-25 06:00:00+00:00,2320,15521,17841
0-203-0-10801058001,Zámyšl,49.22629,13.374402,800.0,2011-08-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,692,4575,5267
0-203-0-10801069001,Čachrov,49.264136,13.301694,729.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,3079,20447,23526
0-203-0-10801073001,Kolinec,49.2981,13.4342,543.0,1962-03-02 06:00:00+00:00,2008-05-26 06:00:00+00:00,2060,14741,16801
0-203-0-10801086001,Strašín,49.1779189,13.6413978,637.0,1966-01-28 06:00:00+00:00,2017-03-27 06:00:00+00:00,2362,16233,18595
0-203-0-10801100001,Nalžovské Hory,49.3347,13.5486,495.0,1994-07-04 06:00:00+00:00,2025-12-22 06:00:00+00:00,1478,11306,12784
0-203-0-10801117001,Chanovice,49.4031031,13.7176939,533.0,1961-02-10 06:00:00+00:00,2025-12-22 06:00:00+00:00,3050,20387,23437
0-203-0-10801119001,Horažďovická Lhota  Smrkovec,49.3398103,13.5981892,483.0,1947-11-20 06:00:00+00:00,2025-12-22 06:00:00+00:00,3262,25094,28356
0-203-0-10801125001,Katovice,49.2705208,13.8319189,412.0,1945-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,1778,14519,16297
0-203-0-10802004001,Kubova Huť,48.986168,13.771537,997.0,1995-05-01 06:00:00+00:00,2019-12-30 06:00:00+00:00,1154,7857,9011
0-203-0-10802009001,Vimperk,49.0657822,13.7824278,637.0,1952-12-27 06:00:00+00:00,2025-12-29 06:00:00+00:00,3117,23551,26668
0-203-0-10802015001,Javorník,49.1392,13.6611,988.0,1984-01-02 06:00:00+00:00,2008-10-27 06:00:00+00:00,760,5394,6154
0-203-0-10802017001,Vacov  Peckov,49.1352075,13.7263994,738.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2987,20361,23348
0-203-0-10802028001,Zálezly,49.1075389,13.8931481,569.0,1994-02-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,1524,15278,16802
0-203-0-10802038001,Volyně  Nihošovice,49.1854894,13.8612525,448.0,1978-11-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2111,14812,16923
0-203-0-10802060001,Paračov,49.2014,13.9947,483.0,1976-11-01 06:00:00+00:00,2012-12-31 06:00:00+00:00,828,7117,7945
0-203-0-10802067001,Kestřany,49.2678992,14.0736942,381.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,2506,16823,19329
0-203-0-10802073001,Sedlice,49.3756828,13.9416925,511.0,1961-01-20 06:00:00+00:00,2025-12-29 06:00:00+00:00,3027,20714,23741
0-203-0-10803008001,Zbytiny,48.92618,13.9691961,792.0,1984-06-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,1865,12990,14855
0-203-0-10803012001,Mlynářovice,48.9469,13.9014,743.0,1980-01-07 06:00:00+00:00,2009-12-21 06:00:00+00:00,1383,9575,10958
0-203-0-10803016001,Záblatí,48.9972,13.9321,652.0,1981-04-06 06:00:00+00:00,1981-04-27 06:00:00+00:00,4,785,789
0-203-0-10803031001,Prachatice,49.0073094,13.9934122,607.0,1982-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,2068,13944,16012
0-203-0-10803058001,Frantoly,48.9823961,14.1003433,726.0,1972-02-07 06:00:00+00:00,2002-12-30 06:00:00+00:00,959,7110,8069
0-203-0-10803062001,Bavorov,49.123889,14.089722,416.0,1946-01-04 06:00:00+00:00,2002-12-30 06:00:00+00:00,1323,14903,16226
0-203-0-10803079601,Dříteň,49.1456,14.35,420.0,1973-01-01 06:00:00+00:00,1983-02-28 06:00:00+00:00,147,1061,1208
0-203-0-10803089001,Paseky,49.2497158,14.2682417,482.0,1986-01-06 06:00:00+00:00,2002-12-30 06:00:00+00:00,763,5234,5997
0-203-0-10804001001,Radošice  Mladý Smolivec,49.5023517,13.7266981,552.0,1961-02-10 06:00:00+00:00,2025-05-26 06:00:00+00:00,3003,20738,23741
0-203-0-10804006001,Lnáře  Kocelovice,49.4333,13.7833,458.0,1964-01-03 06:00:00+00:00,1977-06-27 06:00:00+00:00,437,5525,5962
0-203-0-10804016002,Závišín,49.487222,13.923056,501.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,3068,20673,23741
0-203-0-10804036001,Rožmitál pod Třemšínem  Zalány,49.65,13.85,650.0,1980-01-07 06:00:00+00:00,1980-11-24 06:00:00+00:00,41,294,335
0-203-0-10804044001,Březnice,49.5542,13.9461,493.0,1961-02-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2788,19891,22679
0-203-0-10804052001,Tochovice,49.591667,14.004167,494.0,1972-11-06 06:00:00+00:00,2002-12-30 06:00:00+00:00,1046,7505,8551
0-203-0-10804058001,Mirovice,49.5125,14.0383,444.0,1961-01-06 06:00:00+00:00,2005-03-28 06:00:00+00:00,2124,14281,16405
0-203-0-10804062001,Krsice,49.4849553,14.0730208,430.0,2013-04-08 06:00:00+00:00,2025-12-29 06:00:00+00:00,622,4036,4658
0-203-0-10805001001,Orlík nad Vltavou,49.5033544,14.1683553,431.0,1922-12-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2674,19637,22311
0-203-0-10805018001,Krásná Hora nad Vltavou  Krašovice,49.6,14.2781,434.0,1980-02-11 06:00:00+00:00,2008-06-30 06:00:00+00:00,960,8990,9950
0-203-0-10805038001,Nečín  Bělohrad,49.7067,14.2017,465.0,1961-02-10 06:00:00+00:00,2025-12-29 06:00:00+00:00,2953,20788,23741
0-203-0-10805039001,Borotice,49.7333,14.2667,470.0,1942-01-02 06:00:00+00:00,1993-12-27 06:00:00+00:00,977,16889,17866
0-203-0-10805047001,Střezimíř,49.5381,14.6181,588.0,1952-11-16 06:00:00+00:00,2025-12-29 06:00:00+00:00,3098,24296,27394
0-203-0-10805051001,Vojkov,49.6528,14.5225,463.0,1995-12-18 06:00:00+00:00,2012-12-31 06:00:00+00:00,587,5684,6271
0-203-0-10805063001,Nechvalice  Chválov,49.55,14.45,580.0,1897-08-06 06:00:00+00:00,1979-12-31 06:00:00+00:00,2369,27945,30314
0-203-0-10805067001,Sedlčany,49.6542,14.4269,363.0,1931-01-02 06:00:00+00:00,1995-01-30 06:00:00+00:00,1341,34541,35882
0-203-0-10805078001,Jablonná,49.780786,14.452009,327.0,1989-01-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,1741,12018,13759
0-203-0-10805081001,Slapy,49.8222,14.4331,311.0,1931-01-09 06:00:00+00:00,2012-12-31 06:00:00+00:00,3111,26840,29951
0-203-0-10805103001,Dobříš,49.7858,14.1783,360.0,1994-01-10 06:00:00+00:00,2012-12-31 06:00:00+00:00,838,6102,6940
0-203-0-10805107001,Voznice,49.819169,14.212691,385.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,2936,19709,22645
0-203-0-10901004001,Žďár nad Sázavou  Stržanov,49.597833,15.936455,605.0,1923-08-03 06:00:00+00:00,2011-12-26 06:00:00+00:00,3082,38190,41272
0-203-0-10901012001,Nížkov,49.5325,15.8067,531.0,1931-04-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3680,31019,34699
0-203-0-10901041001,Horní Krupá,49.6739,15.5819,498.0,1964-01-03 06:00:00+00:00,2012-12-24 06:00:00+00:00,2238,15633,17871
0-203-0-10901046001,Polná,49.4864,15.7061,490.0,1963-01-23 06:00:00+00:00,2025-12-22 06:00:00+00:00,3104,19907,23011
0-203-0-10901060001,Štoky,49.501462,15.590799,530.0,1961-01-13 06:00:00+00:00,2025-12-22 06:00:00+00:00,2992,24402,27394
0-203-0-10901104001,Habry,49.751989,15.486748,470.0,1897-02-26 06:00:00+00:00,2025-08-25 06:00:00+00:00,4920,42074,46994
0-203-0-10901110001,Světlá nad Sázavou,49.6728,15.4075,410.0,1952-02-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3163,43953,47116
0-203-0-10901114001,Humpolec,49.54701,15.352715,515.0,1941-01-08 06:00:00+00:00,2025-12-22 06:00:00+00:00,3518,27042,30560
0-203-0-10901127001,Ledeč nad Sázavou,49.698597,15.284048,408.0,1931-01-09 06:00:00+00:00,2025-12-29 06:00:00+00:00,3908,30791,34699
0-203-0-10901134001,Bohdaneč,49.778642,15.223688,460.0,1941-01-01 06:00:00+00:00,2020-12-28 06:00:00+00:00,3907,31157,35064
0-203-0-10901141001,Řendějov  Nový Samechov,49.76873,15.08814,444.0,1944-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,3296,26409,29705
0-203-0-10902001001,Božejov,49.360705,15.152789,611.0,1940-04-05 06:00:00+00:00,2024-12-30 06:00:00+00:00,2695,33830,36525
0-203-0-10902011001,Nový Rychnov  Sázava,49.4,15.3333,702.0,1951-01-28 06:00:00+00:00,1979-11-28 06:00:00+00:00,975,9586,10561
0-203-0-10902018001,Pelhřimov,49.4331428,15.2339531,524.0,1938-01-14 06:00:00+00:00,2025-12-29 06:00:00+00:00,2676,33404,36080
0-203-0-10902055001,Pacov,49.46355,15.02348,494.0,1932-07-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,3643,28463,32106
0-203-0-10902081001,Křešín  Kramolín,49.569957,15.06372,550.0,1983-01-10 06:00:00+00:00,1987-11-09 06:00:00+00:00,222,1556,1778
0-203-0-10902100001,Dolní Kralovice  Střítež,49.66272,15.159775,420.0,1944-02-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3596,25441,29037
0-203-0-10903037001,Šebířov  Vrcholtovice,49.5997,14.7511,475.0,1898-01-07 06:00:00+00:00,2018-08-27 06:00:00+00:00,3152,40889,44041
0-203-0-10903055001,Načeradec,49.6044,14.9086,502.0,1951-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,3107,23737,26844
0-203-0-10903058001,Veliš,49.6664,14.8233,451.0,1952-11-16 06:00:00+00:00,2025-12-29 06:00:00+00:00,2989,24040,27029
0-203-0-10903065001,Vlašim,49.691749,14.894545,415.0,2020-01-06 06:00:00+00:00,2024-12-30 06:00:00+00:00,197,2198,2395
0-203-0-10903081001,Postupice,49.7306,14.7833,421.0,1961-01-20 06:00:00+00:00,2025-12-29 06:00:00+00:00,3018,24376,27394
0-203-0-10903092001,Psáře,49.7536,14.9678,475.0,1931-05-01 06:00:00+00:00,2021-11-29 06:00:00+00:00,3572,44943,48515
0-203-0-10903094001,Teplýšovice,49.8067,14.8038,463.0,2020-08-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,262,1717,1979
0-203-0-10903095001,Kozmice,49.8264,14.7942,500.0,1952-01-27 06:00:00+00:00,2022-12-26 06:00:00+00:00,1941,17875,19816
0-203-0-10903095002,Ostředek  Mžižovice,49.8333,14.8203,445.0,1994-01-03 06:00:00+00:00,2002-11-25 06:00:00+00:00,370,2886,3256
0-203-0-10903099001,Ledečko,49.8494,14.9469,300.0,1953-02-08 06:00:00+00:00,2012-12-31 06:00:00+00:00,2393,20191,22584
0-203-0-10903100001,Čekanov  Úžice,49.88332,14.95468,413.0,2022-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,199,1262,1461
0-203-0-10903101001,Sázava,49.876432,14.901245,350.0,1897-04-02 06:00:00+00:00,2021-12-13 06:00:00+00:00,4161,40673,44834
0-203-0-10903144001,Votice,49.6433,14.6333,450.0,1951-12-30 06:00:00+00:00,2025-12-29 06:00:00+00:00,2987,24407,27394
0-203-0-10903164001,Maršovice  Zahrádka,49.7325,14.5886,358.0,1952-11-16 06:00:00+00:00,2025-12-29 06:00:00+00:00,3158,23871,27029
0-203-0-10903179001,Lešany  Nová Ves,49.85,14.5106,295.0,1980-01-07 06:00:00+00:00,2004-01-26 06:00:00+00:00,1110,9179,10289
0-203-0-10904008001,Mníšek pod Brdy,49.8694,14.2625,367.0,1931-05-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,3698,43418,47116
0-203-0-10904009001,Jíloviště,49.9233,14.3319,354.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2160,14642,16802
0-203-0-10904013001,Praha  Komořany,49.9886,14.40636,213.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2129,14673,16802
0-203-0-11001002001,Halže  Branka,49.830833,12.516666,605.0,1963-11-01 06:00:00+00:00,1980-06-30 06:00:00+00:00,687,5400,6087
0-203-0-11001016001,Tachov,49.798357,12.623135,487.0,1952-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3416,25528,28944
0-203-0-11001043001,Chodský Újezd,49.8658,12.6522,565.0,1961-02-17 06:00:00+00:00,2003-11-24 06:00:00+00:00,1887,13787,15674
0-203-0-11001044001,Planá,49.870952,12.735097,505.0,1964-01-10 06:00:00+00:00,2025-12-29 06:00:00+00:00,2972,19674,22646
0-203-0-11001058001,Tři Sekery,49.943647,12.616463,672.0,1951-09-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,3532,23374,26906
0-203-0-11001075001,Svojšín  Řebří,49.763302,12.881296,460.0,1961-02-10 06:00:00+00:00,2007-12-31 06:00:00+00:00,2196,14880,17076
0-203-0-11001107001,Staré Sedlo  Darmyšl,49.639765,12.878357,448.0,1963-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3029,19982,23011
0-203-0-11001110001,Bor,49.710653,12.770725,471.0,1994-01-03 06:00:00+00:00,2025-12-22 06:00:00+00:00,1450,10148,11598
0-203-0-11001141001,Úterý,49.938609,13.001143,489.0,1984-01-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,1989,13352,15341
0-203-0-11001153001,Lestkov,49.8836,12.8742,595.0,1961-02-10 06:00:00+00:00,2012-06-25 06:00:00+00:00,2356,16208,18564
0-203-0-11001171001,Pernarec,49.8394,13.0975,482.0,1956-03-02 06:00:00+00:00,1979-12-24 06:00:00+00:00,1022,7471,8493
0-203-0-11001177001,Úlice,49.759189,13.143405,428.0,1961-02-10 06:00:00+00:00,2025-12-29 06:00:00+00:00,3104,20331,23435
0-203-0-11001186001,Plzeň  Radčice,49.765499,13.323199,320.0,1951-01-12 06:00:00+00:00,2025-12-29 06:00:00+00:00,3554,23442,26996
0-203-0-11002020001,Trhanov  Chodov,49.41688,12.83535,471.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2860,20881,23741
0-203-0-11002037001,Horšovský Týn,49.528213,12.943746,374.0,1955-11-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3402,22227,25629
0-203-0-11002055001,Kdyně,49.393642,13.045733,475.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,2977,20003,22980
0-203-0-11002060001,Stanětice,49.4417,13.0225,484.0,2001-12-03 06:00:00+00:00,2012-12-31 06:00:00+00:00,493,3739,4232
0-203-0-11002064001,Koloveč,49.4836,13.1161,476.0,1964-02-14 06:00:00+00:00,2000-12-18 06:00:00+00:00,1711,11623,13334
0-203-0-11002074001,Zhoř,49.6611,12.9806,495.0,1964-01-03 06:00:00+00:00,1979-12-24 06:00:00+00:00,704,5140,5844
0-203-0-11002084001,Stod,49.639696,13.166901,337.0,1951-01-12 06:00:00+00:00,2018-12-31 06:00:00+00:00,2830,18616,21446
0-203-0-11002086001,Chudenice,49.465405,13.176262,490.0,1957-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3258,21153,24411
0-203-0-11002093001,Merklín,49.55887,13.196879,377.0,1947-02-07 06:00:00+00:00,2008-08-25 06:00:00+00:00,2837,19656,22493
0-203-0-11002097001,Dnešice,49.601994,13.269301,378.0,1946-01-11 06:00:00+00:00,2025-12-29 06:00:00+00:00,3952,25117,29069
0-203-0-11003009001,Nýrsko,49.290206,13.135924,457.0,1952-01-04 06:00:00+00:00,2025-12-22 06:00:00+00:00,3399,23482,26881
0-203-0-11003028001,Strážov,49.30562,13.246905,477.0,1964-01-03 06:00:00+00:00,2025-12-22 06:00:00+00:00,2960,19656,22616
0-203-0-11003030001,Dlažov,49.3636,13.1669,504.0,1941-01-03 06:00:00+00:00,2008-08-25 06:00:00+00:00,2882,20342,23224
0-203-0-11003072001,Lužany,49.54908,13.317522,358.0,1956-09-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,3313,22011,25324
0-203-0-11003073001,Horšice  Újezd,49.5375,13.4047,470.0,1990-01-01 06:00:00+00:00,2012-12-31 06:00:00+00:00,1038,7363,8401
0-203-0-11003082001,Netunice,49.61559,13.432035,464.0,1942-12-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3927,26145,30072
0-203-0-11004001002,Plzeň  Doudlevce,49.7239,13.3944,312.0,1980-01-07 06:00:00+00:00,1997-12-29 06:00:00+00:00,896,5679,6575
0-203-0-11005008001,Lovčice  Kvasetice,49.402384,13.493545,597.0,1941-03-07 06:00:00+00:00,2025-12-22 06:00:00+00:00,3388,26658,30046
0-203-0-11005011001,Žinkovy,49.486555,13.491503,475.0,1941-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,4090,26621,30711
0-203-0-11005023001,Životice,49.470036,13.681495,484.0,1941-01-07 06:00:00+00:00,2025-12-22 06:00:00+00:00,3511,23795,27306
0-203-0-11005040001,Seč,49.587397,13.506002,398.0,1953-07-03 06:00:00+00:00,2025-12-22 06:00:00+00:00,3512,22970,26482
0-203-0-11005046001,Borovno  Míšov,49.623944,13.727867,651.0,1942-02-07 06:00:00+00:00,2016-12-26 06:00:00+00:00,3156,23447,26603
0-203-0-11005050001,Spálené Poříčí,49.615175,13.604538,420.0,1947-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3683,24351,28034
0-203-0-11005051001,Nezvěstice,49.635765,13.528521,371.0,1964-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2958,19596,22554
0-203-0-11005057001,Šťáhlavy,49.6767,13.5208,364.0,1983-01-03 06:00:00+00:00,1997-12-29 06:00:00+00:00,734,4745,5479
0-203-0-11101013001,Strašice,49.742781,13.753217,526.0,1961-02-10 06:00:00+00:00,2025-12-29 06:00:00+00:00,2940,20739,23679
0-203-0-11101016001,Dobřív,49.717616,13.689215,417.0,1941-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3508,23885,27393
0-203-0-11101025001,Holoubkov  Medový Újezd,49.77498,13.71137,433.0,1961-01-06 06:00:00+00:00,2025-12-22 06:00:00+00:00,3055,20686,23741
0-203-0-11101034001,Osek,49.7792,13.6014,410.0,1961-01-06 06:00:00+00:00,1979-06-25 06:00:00+00:00,922,5833,6755
0-203-0-11101046001,Břasy  Darová,49.8389,13.5206,332.0,1956-05-04 06:00:00+00:00,2012-12-31 06:00:00+00:00,2683,17896,20579
0-203-0-11101047001,Úněšov  Číhaná,49.894104,13.128163,573.0,1964-11-30 06:00:00+00:00,2025-12-29 06:00:00+00:00,2698,19676,22374
0-203-0-11101055001,Horní Bělá  Vrtbo,49.884347,13.248312,513.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2981,20335,23316
0-203-0-11101060001,Hromnice,49.848142,13.445309,336.0,1950-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,3674,23962,27636
0-203-0-11102023001,Žlutice,50.09822,13.160412,569.0,1965-01-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2896,19295,22191
0-203-0-11102028001,Verušičky,50.140984,13.172377,582.0,1947-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3669,25186,28855
0-203-0-11102036001,Bezvěrov,49.993664,13.054363,699.0,1963-04-05 06:00:00+00:00,2025-12-22 06:00:00+00:00,3014,19633,22647
0-203-0-11102044001,Manětín,49.992466,13.22757,436.0,1941-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3986,27060,31046
0-203-0-11102061001,Mladotice  Černá Hať,50.0083,13.3342,506.0,1965-01-01 06:00:00+00:00,2003-02-24 06:00:00+00:00,1627,12006,13633
0-203-0-11102069001,Plasy,49.933074,13.382176,330.0,1951-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,3173,21268,24441
0-203-0-11102088001,Liblín,49.916487,13.5451,299.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,3038,20703,23741
0-203-0-11102119001,Slabce  Modřejovice,49.992453,13.690636,389.0,1942-03-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,4052,26570,30622
0-203-0-11102135001,Terešov,49.901862,13.707071,402.0,1987-01-12 06:00:00+00:00,2025-12-29 06:00:00+00:00,1812,12433,14245
0-203-0-11102140001,Ostrovec  Kohoutov,49.912621,13.774443,530.0,1961-02-10 06:00:00+00:00,1985-12-30 06:00:00+00:00,1214,7886,9100
0-203-0-11102145001,Broumy,49.9519,13.8575,410.0,1946-01-11 06:00:00+00:00,1993-02-01 06:00:00+00:00,2245,14981,17226
0-203-0-11102153001,Karlova Ves,49.990212,13.861277,405.0,1961-02-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2954,20605,23559
0-203-0-11103001001,Oráčov,50.10814,13.54839,401.0,1963-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,2984,19815,22799
0-203-0-11103006001,Petrovice,50.0661,13.6369,396.0,1980-01-07 06:00:00+00:00,1994-03-28 06:00:00+00:00,698,10350,11048
0-203-0-11103015001,Rakovník,50.099245,13.738651,313.0,1943-11-05 06:00:00+00:00,2020-05-25 06:00:00+00:00,3393,23605,26998
