station_id,station_name,latitude,longitude,elevation_m,obs_start,obs_end,n_valid_records,n_missing_records,total_records
0-203-0-11103017001,Kounov,50.214902,13.672193,418.0,1945-11-02 06:00:00+00:00,2009-04-27 06:00:00+00:00,3015,19962,22977
0-203-0-11103024001,Krušovice,50.174061,13.77522,385.0,1963-03-15 06:00:00+00:00,2008-08-25 06:00:00+00:00,2157,14523,16680
0-203-0-11103040001,Nový Dům,50.0897,13.829224,400.0,1943-01-08 06:00:00+00:00,2012-12-31 06:00:00+00:00,3383,22185,25568
0-203-0-11103043001,Křivoklát,50.0381,13.8808,323.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2116,14686,16802
0-203-0-11103045001,Nové Strašecí,50.1456,13.8942,482.0,1955-11-27 06:00:00+00:00,2025-12-29 06:00:00+00:00,3046,24348,27394
0-203-0-11103049001,Zbečno,50.0614,13.935,262.0,1952-01-27 06:00:00+00:00,2025-12-29 06:00:00+00:00,3034,24360,27394
0-203-0-11103053001,Sýkořice  Skalka,50.05,13.9833,392.0,1951-02-23 06:00:00+00:00,1979-12-31 06:00:00+00:00,1085,29411,30496
0-203-0-11103064001,Beroun,49.9711,14.0642,265.0,1940-03-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2220,22893,25113
0-203-0-111040030,Podlesí,49.6897,13.9806,510.0,1961-01-06 06:00:00+00:00,2025-12-22 06:00:00+00:00,3109,20632,23741
0-203-0-11104013001,Jince,49.7819,13.9797,405.0,1946-07-05 06:00:00+00:00,2000-01-31 06:00:00+00:00,840,19068,19908
0-203-0-11104016001,Rpety,49.8272,13.9369,360.0,1993-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,1513,22228,23741
0-203-0-11104026001,Hvozdec  Mrtník,49.798186,13.872083,425.0,1988-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,1738,12142,13880
0-203-0-11104027001,Zaječov  Nová Ves,49.7625,13.8425,485.0,1964-01-03 06:00:00+00:00,2012-12-31 06:00:00+00:00,1950,17043,18993
0-203-0-11104046001,Zdice,49.9108,13.9714,305.0,1952-01-27 06:00:00+00:00,2025-12-29 06:00:00+00:00,2375,44741,47116
0-203-0-11105018001,Unhošť,50.0867,14.1272,389.0,1926-02-01 06:00:00+00:00,2012-12-31 06:00:00+00:00,2478,42812,45290
0-203-0-11105027001,Loděnice,49.9964,14.1567,255.0,1984-01-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,1975,13366,15341
0-203-0-11105036001,Liteň,49.9033,14.1506,320.0,1963-03-08 06:00:00+00:00,2024-12-30 06:00:00+00:00,2882,20494,23376
0-203-0-11105048001,Praha  Zadní Kopanina,50.0072,14.3178,330.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2292,21449,23741
0-203-0-11201006001,Praha  Braník,50.0383,14.4239,260.0,1961-01-06 06:00:00+00:00,2010-07-26 06:00:00+00:00,2320,15789,18109
0-203-0-11201018001,Průhonice,50.007829,14.561121,312.0,1941-01-05 06:00:00+00:00,2008-12-29 06:00:00+00:00,1601,21410,23011
0-203-0-11201020001,Praha  Vinohrady - Flora,50.07584,14.46186,280.0,2019-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,356,2201,2557
0-203-0-11201020002,Praha  Hostivař,50.0342,14.535,251.0,1961-01-06 06:00:00+00:00,1999-07-26 06:00:00+00:00,1344,16400,17744
0-203-0-11201020003,Praha  Chodov,50.0294,14.5,297.0,1997-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,1210,9382,10592
0-203-0-11201021001,Praha  Smíchov,50.064444,14.394722,274.0,1980-01-07 06:00:00+00:00,2000-01-31 06:00:00+00:00,972,13363,14335
0-203-0-11201024001,Praha  Břevnov,50.080843,14.352689,355.0,1951-01-01 06:00:00+00:00,2011-12-26 06:00:00+00:00,2490,19790,22280
0-203-0-11201026001,Říčany,50.0003,14.6717,385.0,1941-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2674,25360,28034
0-203-0-11202001001,Praha  Podbaba,50.1172,14.3942,183.0,1980-01-07 06:00:00+00:00,1999-12-27 06:00:00+00:00,969,13488,14457
0-203-0-11202007001,Praha  Suchdol,50.1436,14.3906,268.0,1968-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,2772,20969,23741
0-203-0-11202034001,Koleč,50.1991,14.2377,238.0,1958-01-26 06:00:00+00:00,2025-12-29 06:00:00+00:00,3154,22048,25202
0-203-0-11202066001,Zlonice,50.283586,14.086873,231.0,1932-04-01 06:00:00+00:00,2011-12-26 06:00:00+00:00,1923,31545,33468
0-203-0-11202078001,Slaný,50.236779,14.090481,307.0,1938-08-05 06:00:00+00:00,2007-12-31 06:00:00+00:00,2877,28169,31046
0-203-0-11202086001,Hospozín,50.3061,14.175,195.0,1931-04-03 06:00:00+00:00,2004-01-26 06:00:00+00:00,1387,25307,26694
0-203-0-11203009001,Vysoká  Bosyně,50.4165833,14.5482556,307.0,2013-04-08 06:00:00+00:00,2025-12-29 06:00:00+00:00,601,4057,4658
0-203-0-11203010001,Střemy,50.38361,14.56861,269.0,1959-01-02 06:00:00+00:00,2013-03-25 06:00:00+00:00,1932,14413,16345
0-203-0-11203016001,Mělník,50.3558,14.4739,184.0,1998-01-05 06:00:00+00:00,2002-07-29 06:00:00+00:00,184,1520,1704
0-203-0-11203017001,Hořín,50.3422,14.465,158.0,1988-11-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,1401,10199,11600
0-203-0-11203020001,Dubá  Nedamov,50.536399,14.555594,258.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,2701,21440,24141
0-203-0-11203037002,Hněvice,50.442,14.35038,179.0,1950-06-02 06:00:00+00:00,1961-12-29 06:00:00+00:00,584,3648,4232
0-203-0-11203039001,Roudnice nad Labem,50.42731,14.24917,175.0,1941-09-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,3666,27476,31142
0-203-0-11203051001,Úštěk  Habřina,50.59617,14.30925,280.0,1961-01-13 06:00:00+00:00,2022-07-25 06:00:00+00:00,2555,18660,21215
0-203-0-11203055001,Liběšice,50.5675,14.2839,240.0,1980-01-07 06:00:00+00:00,1997-01-27 06:00:00+00:00,686,12098,12784
0-203-0-11203061001,Snědovice  Velký Hubenov,50.5278,14.4025,230.0,1987-03-23 06:00:00+00:00,1993-12-27 06:00:00+00:00,338,2160,2498
0-203-0-11203066001,Chcebuz,50.4819,14.4314,305.0,1988-01-04 06:00:00+00:00,1993-12-20 06:00:00+00:00,292,2296,2588
0-203-0-11301011001,Dolní Hraničná,50.08,12.2847,475.0,1984-03-05 06:00:00+00:00,1993-12-27 06:00:00+00:00,471,3031,3502
0-203-0-11301018001,Hazlov,50.159224,12.270389,551.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2083,14719,16802
0-203-0-11301025001,Skalná,50.169754,12.363183,455.0,1980-01-07 06:00:00+00:00,2012-04-30 06:00:00+00:00,1539,16316,17855
0-203-0-11301046001,Luby,50.256881,12.400238,524.0,1961-02-17 06:00:00+00:00,2025-12-29 06:00:00+00:00,2974,20738,23712
0-203-0-11301059001,Starý Hrozňatov,50.025396,12.389416,452.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2115,14505,16620
0-203-0-11301070001,Dolní Žandov,50.019769,12.550387,537.0,1980-01-07 06:00:00+00:00,2019-12-30 06:00:00+00:00,1776,12437,14213
0-203-0-11301082001,Kynžvart  Lazy,50.05,12.62322,845.0,1987-01-05 06:00:00+00:00,2017-12-25 06:00:00+00:00,1336,9681,11017
0-203-0-11301086001,Habartov,50.180156,12.54853,484.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2199,14603,16802
0-203-0-11301092001,Sokolov,50.176985,12.639266,407.0,2016-04-18 06:00:00+00:00,2025-12-29 06:00:00+00:00,473,3077,3550
0-203-0-11301096001,Bublava,50.3711,12.5033,711.0,1980-01-07 06:00:00+00:00,2002-12-23 06:00:00+00:00,1078,7323,8401
0-203-0-11301106001,Přebuz,50.37246,12.615467,904.0,1988-01-04 06:00:00+00:00,2017-12-25 06:00:00+00:00,1254,8505,9759
0-203-0-11301117001,Oloví,50.24589,12.559014,537.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2070,13971,16041
0-203-0-11301161001,Nejdek,50.335684,12.715486,609.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,3111,20325,23436
0-203-0-11302001001,Teplá,49.9833,12.8667,670.0,1950-03-03 06:00:00+00:00,1979-12-23 06:00:00+00:00,1432,9374,10806
0-203-0-11302015001,Bečov nad Teplou,50.0824,12.836679,529.0,1980-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2228,20783,23011
0-203-0-11302021001,Březová,50.197003,12.856646,435.0,1961-01-06 06:00:00+00:00,2010-12-27 06:00:00+00:00,2269,15721,17990
0-203-0-11302028001,Kolová  Pila,50.179781,12.92504,535.0,1961-02-10 06:00:00+00:00,2012-12-31 06:00:00+00:00,2340,16622,18962
0-203-0-11302052001,Šemnice  Radošov,50.277061,12.994221,351.0,1955-01-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,3406,22164,25570
0-203-0-11302057001,Abertamy,50.367742,12.816447,893.0,1980-02-04 06:00:00+00:00,2025-12-22 06:00:00+00:00,2100,14671,16771
0-203-0-11302082001,Stráž nad Ohří,50.338823,13.051677,330.0,1980-01-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2132,14670,16802
0-203-0-11302113001,Výsluní,50.46428,13.23853,738.0,1948-12-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2961,24951,27912
0-203-0-11303005301,Vilémov,50.3011,13.3078,300.0,1961-01-13 06:00:00+00:00,2012-12-31 06:00:00+00:00,1593,14663,16256
0-203-0-11303014001,Krásný Dvůr,50.2525,13.3722,330.0,1984-05-07 06:00:00+00:00,1988-12-26 06:00:00+00:00,221,1485,1706
0-203-0-11303017001,Mašťov,50.2608,13.2828,373.0,1965-02-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,2072,20939,23011
0-203-0-11303019001,Veliká Ves  Vitčice,50.2861,13.3417,315.0,1987-02-02 06:00:00+00:00,1991-06-24 06:00:00+00:00,221,1678,1899
0-203-0-11303052001,Valeč,50.1794,13.2528,518.0,1963-05-03 06:00:00+00:00,2008-06-30 06:00:00+00:00,1636,12610,14246
0-203-0-11303060001,Velečín  Pastuchovice,50.07036,13.38189,470.0,1946-08-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,3608,25282,28890
0-203-0-11303071002,Kryry,50.1767,13.4272,306.0,1963-05-03 06:00:00+00:00,2012-12-31 06:00:00+00:00,1685,13265,14950
0-203-0-11303078001,Velká Černoc,50.20283,13.58406,329.0,1963-05-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2761,20010,22771
0-203-0-11303100001,Hřivice,50.292153,13.732,270.0,1942-01-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,3203,27477,30680
0-203-0-11303109001,Blatno  Bečov,50.5136,13.3314,595.0,1961-01-07 06:00:00+00:00,1986-06-30 06:00:00+00:00,972,8340,9312
0-203-0-11303111001,Křimov,50.499,13.31453,570.0,1988-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,1681,12321,14002
0-203-0-11303115501,Málkov  Zelená,50.448,13.327,410.0,1922-01-09 06:00:00+00:00,2012-12-31 06:00:00+00:00,1934,34809,36743
0-203-0-11303115901,Chomutov,50.447222,13.405833,333.0,1953-12-04 06:00:00+00:00,1961-12-15 06:00:00+00:00,86,2928,3014
0-203-0-11303115902,Chomutov,50.46225,13.39711,362.0,1947-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3420,27445,30865
0-203-0-11304017001,Cítoliby,50.3361,13.8164,235.0,1941-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3789,27257,31046
0-203-0-11304028001,Peruc,50.3386,13.9542,350.0,1961-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,2755,20560,23315
0-203-0-11304041001,Libochovice  Poplze,50.39983,14.04575,165.0,1968-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,2576,18731,21307
0-203-0-11304046001,Dlažkovice,50.47,13.95222,278.0,1961-02-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2778,20067,22845
0-203-0-11304050101,Mšené-lázně,50.362222,14.123889,220.0,1941-03-07 06:00:00+00:00,1961-12-22 06:00:00+00:00,920,6750,7670
0-203-0-11304061001,Straškov-Vodochody,50.36389,14.255,214.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2859,20696,23555
0-203-0-11305002001,Litoměřice,50.543229,14.140687,206.0,1951-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,2768,20102,22870
0-203-0-11305010001,Milešov,50.53642,13.94231,348.0,1961-01-15 06:00:00+00:00,2025-12-29 06:00:00+00:00,2571,20105,22676
0-203-0-11305015001,Ústí nad Labem  Církvice,50.59228,14.04103,150.0,1946-03-01 06:00:00+00:00,2012-12-24 06:00:00+00:00,2970,20833,23803
0-203-0-11401,Aš,50.220602,12.179572,675.0,1952-01-11 06:00:00+00:00,2025-12-29 06:00:00+00:00,2455,24939,27394
0-203-0-11401004201,Boleboř,50.537395,13.415082,600.0,1955-01-08 06:00:00+00:00,2025-12-29 06:00:00+00:00,3272,22449,25721
0-203-0-11401004901,Otvice,50.4811,13.4472,325.0,1990-01-01 06:00:00+00:00,2008-07-28 06:00:00+00:00,661,6208,6869
0-203-0-11401004902,Vrskmaň  Újezd,50.4931,13.4972,307.0,1967-06-02 06:00:00+00:00,1978-03-13 06:00:00+00:00,264,3692,3956
0-203-0-11401005101,Most  Komořany,50.528,13.571,233.0,1953-07-03 06:00:00+00:00,1965-04-30 06:00:00+00:00,425,4448,4873
0-203-0-11401005501,Litvínov  Lounice,50.610805,13.559339,478.0,1961-02-24 06:00:00+00:00,2012-12-24 06:00:00+00:00,2374,23409,25783
0-203-0-11401020001,Klíny,50.63875,13.55153,807.0,1963-05-03 06:00:00+00:00,2024-10-28 06:00:00+00:00,2689,19054,21743
0-203-0-11401021001,Litvínov,50.600686,13.611111,345.0,1957-11-01 06:00:00+00:00,1984-08-27 06:00:00+00:00,245,11750,11995
0-203-0-11401043001,Měrunice  Žichov,50.47908,13.79031,367.0,1954-01-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,3032,43657,46689
0-203-0-11401047001,Lukov,50.527833,13.883763,502.0,1964-06-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,2589,19964,22553
0-203-0-11401048001,Bílina,50.539526,13.775657,270.0,1951-08-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,3316,23165,26481
0-203-0-11401056001,Hrob  Křižanov,50.654,13.71953,360.0,1916-12-01 06:00:00+00:00,2024-04-29 06:00:00+00:00,2992,43243,46235
0-203-0-11401079001,Bořislav,50.575833,13.929444,380.0,1974-01-21 06:00:00+00:00,1978-10-30 06:00:00+00:00,210,3900,4110
0-203-0-11401094001,Telnice  Varvažov,50.725083,13.964611,340.0,1946-01-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,2622,21211,23833
0-203-0-11401097301,Dubí,50.68056,13.80214,402.0,1965-01-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2730,19397,22127
0-203-0-11402017001,Děčín  Těchlovice,50.69783,14.20433,150.0,1962-08-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2837,20327,23164
0-203-0-11402027001,Tisá,50.78694,14.02167,556.0,1989-01-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,1636,12092,13728
0-203-0-11402030001,Jílové,50.76642,14.10183,310.0,1962-11-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,2846,20226,23072
0-203-0-11403,Královské Poříčí,50.1972,12.6361,416.0,1966-02-04 06:00:00+00:00,1971-09-27 06:00:00+00:00,230,1961,2191
0-203-0-11403005001,Křižany,50.738722,14.907056,395.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2892,38688,41580
0-203-0-11403025001,Mimoň,50.65975,14.72494,278.0,1951-06-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,3481,23762,27243
0-203-0-11403041001,Mařenice,50.80967,14.676,395.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2867,25441,28308
0-203-0-11403046001,Cvikov,50.775833,14.633333,357.0,1930-01-10 06:00:00+00:00,1962-09-28 06:00:00+00:00,544,11417,11961
0-203-0-11403051001,Nový Bor,50.75,14.55719,358.0,1950-01-20 06:00:00+00:00,2015-08-31 06:00:00+00:00,2768,21402,24170
0-203-0-11403070001,Kravaře,50.63392,14.39306,283.0,1962-09-07 06:00:00+00:00,2012-12-31 06:00:00+00:00,2073,15886,17959
0-203-0-11403070002,Verneřice,50.65789,14.30492,507.0,1989-01-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,1603,11944,13547
0-203-0-11403079001,Zahrádky,50.61428,14.51467,270.0,1937-03-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2178,44641,46819
0-203-0-11403086001,Žandov  Horní Police,50.708083,14.403417,275.0,1961-01-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2923,20483,23406
0-203-0-11403099001,Benešov nad Ploučnicí,50.74422,14.31186,250.0,1957-07-05 06:00:00+00:00,2020-09-28 06:00:00+00:00,2673,19334,22007
0-203-0-11405001001,Kytlice  Mlýny,50.81333,14.49222,406.0,1955-01-07 06:00:00+00:00,2012-12-31 06:00:00+00:00,2576,18480,21056
0-203-0-11405003001,Česká Kamenice,50.80333,14.44361,328.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2934,20626,23560
0-203-0-11405014001,Chřibská  Horní Chřibská,50.85289,14.52456,440.0,1928-01-13 06:00:00+00:00,2025-12-29 06:00:00+00:00,4084,31711,35795
0-203-0-11407,Františkovy Lázně,50.116796,12.351238,435.0,1961-01-13 06:00:00+00:00,2021-12-20 06:00:00+00:00,1660,20620,22280
0-203-0-11408,Šindelová  Obora,50.317449,12.597466,589.0,1980-03-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2139,17615,19754
0-203-0-11409,Kynžvart,50.0069,12.6347,710.0,2004-02-02 06:00:00+00:00,2008-05-26 06:00:00+00:00,213,1369,1582
0-203-0-11410,Dyleň,49.968079,12.502849,939.0,1998-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,1182,8922,10104
0-203-0-11411,Potůčky,50.4147,12.7425,775.0,1961-01-06 06:00:00+00:00,1980-12-29 06:00:00+00:00,476,6829,7305
0-203-0-11412,Vřesová,50.2417,12.7133,461.0,1975-11-03 06:00:00+00:00,1980-04-28 06:00:00+00:00,17,2691,2708
0-203-0-11413,Mariánské Lázně  vodárna,49.990619,12.695966,696.0,1967-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,2005,18239,20244
0-203-0-11415,Karlovy Vary,50.227229,12.878151,377.0,1951-01-05 06:00:00+00:00,2013-04-29 06:00:00+00:00,2192,20543,22735
0-203-0-11416,Toužim,50.0586,12.9858,635.0,1965-12-03 06:00:00+00:00,1976-02-16 06:00:00+00:00,52,6491,6543
0-203-0-11417,Krásné Údolí,50.071286,12.920958,650.0,1981-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,1766,14670,16436
0-203-0-11418,Mariánské Lázně  Skláře,49.9272,12.7183,540.0,1989-01-02 06:00:00+00:00,1999-03-29 06:00:00+00:00,293,3540,3833
0-203-0-11419,Konstantinovy Lázně,49.884787,12.975956,530.0,1972-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,1974,17692,19666
0-203-0-11420,Klínovec,50.3948,12.967957,1236.0,1978-01-02 06:00:00+00:00,2025-12-22 06:00:00+00:00,1737,12689,14426
0-203-0-11425,Mutěnín,49.5458,12.7467,480.0,1949-11-04 06:00:00+00:00,2008-08-25 06:00:00+00:00,1049,14872,15921
0-203-0-11428,Domažlice,49.444716,12.922385,458.0,1951-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,3286,24108,27394
0-203-0-11430,Měděnec,50.42936,13.13256,828.0,1933-10-06 06:00:00+00:00,2025-12-22 06:00:00+00:00,1434,29945,31379
0-203-0-11431,Hora Svatého Šebestiána,50.5117,13.2525,841.0,1968-12-06 06:00:00+00:00,1969-04-18 06:00:00+00:00,12,2697,2709
0-203-0-11432,Nová Ves v Horách,50.59244,13.48561,725.0,1955-11-04 06:00:00+00:00,2025-12-22 06:00:00+00:00,2367,23021,25388
0-203-0-11434,Jirkov  Újezd,50.5,13.4667,275.0,1967-11-03 06:00:00+00:00,1978-03-20 06:00:00+00:00,67,3555,3622
0-203-0-11435,Kadaň,50.3833,13.2667,330.0,1951-01-05 06:00:00+00:00,1971-12-27 06:00:00+00:00,248,7878,8126
0-203-0-11437,Blšany,50.2169,13.4664,290.0,1978-01-02 06:00:00+00:00,2005-06-27 06:00:00+00:00,1005,8616,9621
0-203-0-11439,Strojetice,50.17378,13.47694,372.0,2005-10-10 06:00:00+00:00,2025-12-29 06:00:00+00:00,941,6452,7393
0-203-0-11442,Kralovice,49.981823,13.494007,449.0,1963-02-22 06:00:00+00:00,2025-12-29 06:00:00+00:00,2001,21740,23741
0-203-0-11443,Kněževes,50.144579,13.634577,358.0,1996-01-01 06:00:00+00:00,2010-12-27 06:00:00+00:00,424,5361,5785
0-203-0-11444,Heřmanov,50.148529,13.57133,407.0,2011-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,746,4733,5479
0-203-0-11446,Plzeň  Bolevec,49.788378,13.386411,331.0,1969-11-07 06:00:00+00:00,2025-12-29 06:00:00+00:00,2009,18720,20729
0-203-0-11447,Stříbro,49.752524,12.981105,438.0,1964-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,1850,21041,22891
0-203-0-11448,Plzeň  Dobřany,49.6764,13.2694,360.0,1963-11-01 06:00:00+00:00,1997-02-24 06:00:00+00:00,813,11818,12631
0-203-0-11449,Plzeň  město,49.7342,13.3761,335.0,1989-01-02 06:00:00+00:00,2012-12-31 06:00:00+00:00,741,8025,8766
0-203-0-11451,Staňkov,49.552537,13.067369,362.0,1947-01-10 06:00:00+00:00,2025-12-29 06:00:00+00:00,2252,26511,28763
0-203-0-11453,Hojsova Stráž,49.212473,13.197146,866.0,1974-09-02 06:00:00+00:00,2025-12-22 06:00:00+00:00,2176,16574,18750
0-203-0-11454,Libkov,49.366344,13.135593,574.0,1979-01-01 06:00:00+00:00,2025-12-22 06:00:00+00:00,2059,15049,17108
0-203-0-11455,Klatovy,49.39042,13.303016,421.0,1951-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,3377,23682,27059
0-203-0-11456,Hrádek,49.2667,13.5,495.0,1975-02-03 06:00:00+00:00,1988-10-31 06:00:00+00:00,501,3312,3813
0-203-0-11460,Cínovec,50.7319,13.7672,830.0,1946-03-08 06:00:00+00:00,1992-12-28 06:00:00+00:00,712,5225,5937
0-203-0-11461,Teplice,50.645153,13.836344,227.0,1946-12-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,3355,25397,28752
0-203-0-11463,Dubí,50.6875,13.7881,410.0,1968-05-03 06:00:00+00:00,1980-06-30 06:00:00+00:00,200,4365,4565
0-203-0-11465,Smolnice,50.30872,13.85617,345.0,1979-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,1824,15468,17292
0-203-0-11466,Lenešice,50.3733,13.7653,181.0,1944-12-01 06:00:00+00:00,1978-01-27 06:00:00+00:00,474,13316,13790
0-203-0-11467,Žatec  Velemyšleves,50.3789,13.5775,273.0,1949-04-15 06:00:00+00:00,1993-08-30 06:00:00+00:00,858,15321,16179
0-203-0-11468,Žatec,50.34147,13.54319,210.0,1951-01-05 06:00:00+00:00,2025-12-29 06:00:00+00:00,2365,24906,27271
0-203-0-11469,Hříškov,50.2714,13.8619,428.0,1955-05-06 06:00:00+00:00,1973-03-26 06:00:00+00:00,447,6616,7063
0-203-0-11471,Louny,50.3533,13.8203,230.0,1981-01-12 06:00:00+00:00,2012-10-29 06:00:00+00:00,1311,10316,11627
0-203-0-11474,Lány,50.124148,13.952337,415.0,1955-01-16 06:00:00+00:00,2025-12-29 06:00:00+00:00,2705,24505,27210
0-203-0-11478,Zbiroh  Švabín,49.853987,13.751748,476.0,1964-02-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,1941,20705,22646
0-203-0-11483,Rožmitál pod Třemšínem,49.605,13.8664,524.0,1961-01-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,3134,20607,23741
0-203-0-11484,Vševily,49.5667,13.8833,577.0,1961-02-17 06:00:00+00:00,1979-12-24 06:00:00+00:00,780,6159,6939
0-203-0-11485,Příbram,49.694602,14.022433,555.0,2004-11-01 06:00:00+00:00,2025-12-22 06:00:00+00:00,971,6828,7799
0-203-0-11486,Nepomuk,49.486924,13.589389,471.0,1963-02-02 06:00:00+00:00,2025-12-29 06:00:00+00:00,1948,21793,23741
0-203-0-11488,Blatná,49.4333,13.8731,452.0,1952-01-31 06:00:00+00:00,2025-12-22 06:00:00+00:00,1647,13574,15221
0-203-0-11490,Vlkonice,49.3022,13.5897,493.0,1997-08-04 06:00:00+00:00,2025-12-22 06:00:00+00:00,1337,9043,10380
0-203-0-11491,Strakonice  Nové Strakonice,49.2546,13.8827,404.0,1980-01-07 06:00:00+00:00,2020-05-18 06:00:00+00:00,1902,13396,15298
0-203-0-11492,Sušice,49.23768,13.5261728,484.0,1990-01-01 06:00:00+00:00,2025-12-22 06:00:00+00:00,1623,11194,12817
0-203-0-11493,Kašperské Hory,49.145556,13.55,728.0,1951-05-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3394,22906,26300
0-203-0-11494,Horská Kvilda,49.0533197,13.5652533,1052.0,2016-02-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,474,3163,3637
0-203-0-11496,Nová Pec,48.7847,13.9589,753.0,1970-01-02 06:00:00+00:00,1993-12-20 06:00:00+00:00,843,6117,6960
0-203-0-11497,Husinec,49.0522,13.9883,483.0,1961-01-06 06:00:00+00:00,2025-12-22 06:00:00+00:00,3139,20519,23658
0-203-0-11498,Lenora  Houžná,48.9344,13.7694,804.0,1966-01-04 06:00:00+00:00,2017-12-25 06:00:00+00:00,1900,14108,16008
0-203-0-11501,Děčín,50.75097,14.20258,162.0,1936-01-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2728,24066,26794
0-203-0-11501028001,Lobendava,51.01965,14.31347,350.0,1962-08-03 06:00:00+00:00,2025-12-29 06:00:00+00:00,2729,20375,23104
0-203-0-11501049001,Šluknov,51.002722,14.45525,352.0,1951-07-06 06:00:00+00:00,2025-12-29 06:00:00+00:00,3274,23907,27181
0-203-0-11502020001,Petrovice  Krásný Les,50.767361,13.937667,631.0,1963-11-01 06:00:00+00:00,2025-12-29 06:00:00+00:00,2680,19904,22584
0-203-0-11503,Ústí nad Labem  Vaňov,50.62556,14.05831,150.0,1954-06-04 06:00:00+00:00,2025-12-29 06:00:00+00:00,3037,22565,25602
0-203-0-11503003001,Moldava,50.72,13.6825,797.0,1961-03-17 06:00:00+00:00,1992-12-28 06:00:00+00:00,1146,9876,11022
0-203-0-11503012001,Měděnec,50.4225,13.1178,840.0,1980-01-07 06:00:00+00:00,1993-06-28 06:00:00+00:00,638,4292,4930
0-203-0-11503013001,Přísečnice  Špičák,50.466,13.133,802.0,1922-02-05 06:00:00+00:00,1949-03-25 06:00:00+00:00,51,2140,2191
0-203-0-11503029001,Český Jiřetín  Fláje,50.68706,13.58558,740.0,1926-01-01 06:00:00+00:00,2025-12-22 06:00:00+00:00,3925,32447,36372
