station_id,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
0-203-0-11401,25.0,22.0,20.0,24.0,19.0,18.0,21.0,13.0,8.0,20.0,13.0,14.0,18.0,19.0,11.0,19.0,13.0,22.0,23.0,24.0,24.0,22.0,24.0,24.0,22.0,25.0,25.0,26.0,23.0,25.0,22.0,24.0,23.0,24.0,23.0,20.0,20.0,26.0,18.0
0-203-0-11401004201,25.0,21.0,19.0,24.0,19.0,22.0,24.0,18.0,16.0,25.0,13.0,16.0,3.0,21.0,15.0,16.0,20.0,24.0,24.0,24.0,9.0,21.0,24.0,25.0,25.0,26.0,25.0,22.0,22.0,25.0,24.0,20.0,23.0,22.0,24.0,23.0,22.0,23.0,20.0
0-203-0-11401020001,23.0,24.0,20.0,22.0,17.0,21.0,25.0,18.0,18.0,15.0,16.0,20.0,18.0,19.0,23.0,20.0,23.0,22.0,19.0,24.0,10.0,24.0,26.0,25.0,21.0,24.0,25.0,22.0,24.0,23.0,19.0,22.0,22.0,16.0,21.0,18.0,23.0,24.0,
0-203-0-11401043001,19.0,24.0,22.0,23.0,24.0,20.0,21.0,15.0,7.0,12.0,13.0,,16.0,13.0,14.0,17.0,19.0,21.0,22.0,19.0,13.0,23.0,23.0,25.0,25.0,22.0,21.0,24.0,24.0,24.0,25.0,21.0,22.0,26.0,22.0,26.0,21.0,25.0,23.0
0-203-0-11401047001,25.0,25.0,20.0,16.0,19.0,23.0,21.0,10.0,9.0,17.0,12.0,4.0,16.0,14.0,16.0,14.0,19.0,21.0,24.0,22.0,5.0,23.0,26.0,24.0,26.0,24.0,23.0,25.0,26.0,24.0,25.0,23.0,21.0,24.0,24.0,25.0,20.0,23.0,22.0
0-203-0-11401094001,25.0,25.0,21.0,25.0,25.0,25.0,21.0,10.0,5.0,16.0,12.0,8.0,22.0,16.0,15.0,21.0,25.0,22.0,20.0,22.0,12.0,21.0,24.0,24.0,24.0,24.0,22.0,25.0,23.0,24.0,23.0,22.0,22.0,25.0,23.0,23.0,20.0,24.0,22.0
0-203-0-11401097301,24.0,21.0,19.0,22.0,22.0,20.0,19.0,11.0,14.0,21.0,12.0,10.0,19.0,17.0,10.0,15.0,24.0,22.0,26.0,18.0,13.0,24.0,25.0,23.0,24.0,20.0,19.0,22.0,23.0,25.0,24.0,22.0,21.0,24.0,23.0,21.0,19.0,23.0,23.0
0-203-0-11402027001,,,13.0,23.0,21.0,19.0,19.0,18.0,14.0,26.0,18.0,13.0,20.0,19.0,16.0,20.0,24.0,19.0,22.0,24.0,12.0,24.0,23.0,25.0,21.0,23.0,26.0,23.0,23.0,21.0,21.0,20.0,21.0,23.0,21.0,19.0,19.0,23.0,19.0
0-203-0-11403005001,24.0,22.0,19.0,22.0,22.0,21.0,22.0,17.0,16.0,16.0,22.0,12.0,20.0,14.0,12.0,20.0,21.0,22.0,25.0,22.0,20.0,21.0,24.0,24.0,24.0,25.0,19.0,23.0,25.0,23.0,24.0,20.0,24.0,23.0,24.0,23.0,21.0,23.0,23.0
0-203-0-11403025001,23.0,25.0,21.0,23.0,19.0,21.0,19.0,10.0,8.0,14.0,11.0,3.0,13.0,12.0,13.0,17.0,21.0,23.0,25.0,20.0,21.0,23.0,25.0,25.0,25.0,26.0,22.0,25.0,21.0,25.0,24.0,26.0,23.0,24.0,22.0,22.0,22.0,26.0,25.0
0-203-0-11403041001,25.0,25.0,17.0,23.0,21.0,17.0,20.0,13.0,10.0,19.0,13.0,12.0,20.0,18.0,15.0,14.0,21.0,22.0,23.0,22.0,20.0,23.0,23.0,24.0,23.0,23.0,21.0,24.0,25.0,24.0,24.0,24.0,22.0,24.0,24.0,24.0,20.0,22.0,22.0
0-203-0-11405014001,24.0,23.0,19.0,22.0,21.0,20.0,24.0,12.0,9.0,20.0,12.0,12.0,18.0,20.0,19.0,16.0,20.0,24.0,22.0,25.0,20.0,23.0,25.0,23.0,24.0,26.0,26.0,25.0,23.0,23.0,22.0,21.0,21.0,15.0,22.0,22.0,20.0,25.0,23.0
0-203-0-11408,25.0,,24.0,25.0,22.0,23.0,23.0,22.0,22.0,19.0,25.0,21.0,22.0,17.0,16.0,18.0,21.0,26.0,22.0,25.0,24.0,22.0,25.0,26.0,25.0,25.0,24.0,25.0,23.0,24.0,23.0,24.0,22.0,19.0,21.0,22.0,23.0,24.0,22.0
0-203-0-11413,25.0,25.0,14.0,23.0,17.0,21.0,21.0,14.0,16.0,13.0,16.0,13.0,18.0,18.0,13.0,23.0,21.0,24.0,21.0,23.0,24.0,19.0,26.0,24.0,23.0,24.0,20.0,22.0,21.0,22.0,21.0,15.0,20.0,20.0,21.0,20.0,22.0,24.0,21.0
0-203-0-11432,25.0,23.0,22.0,25.0,20.0,22.0,26.0,21.0,15.0,26.0,17.0,21.0,20.0,22.0,22.0,24.0,22.0,22.0,23.0,24.0,9.0,23.0,22.0,22.0,24.0,21.0,25.0,21.0,21.0,21.0,23.0,20.0,21.0,23.0,23.0,22.0,24.0,22.0,17.0
0-203-0-11453,25.0,23.0,13.0,22.0,18.0,22.0,19.0,13.0,15.0,19.0,21.0,12.0,17.0,20.0,20.0,15.0,16.0,23.0,23.0,23.0,21.0,20.0,26.0,23.0,23.0,23.0,24.0,23.0,23.0,19.0,18.0,20.0,20.0,20.0,23.0,21.0,23.0,23.0,15.0
0-203-0-11454,24.0,21.0,21.0,23.0,19.0,16.0,24.0,9.0,9.0,20.0,19.0,21.0,18.0,15.0,8.0,13.0,11.0,19.0,22.0,23.0,23.0,20.0,20.0,23.0,23.0,21.0,20.0,18.0,22.0,21.0,22.0,20.0,18.0,24.0,22.0,17.0,21.0,21.0,23.0
0-203-0-11455,20.0,22.0,21.0,20.0,22.0,19.0,23.0,7.0,8.0,15.0,13.0,11.0,12.0,5.0,16.0,22.0,25.0,21.0,25.0,17.0,26.0,23.0,23.0,25.0,25.0,25.0,22.0,26.0,23.0,24.0,21.0,21.0,23.0,25.0,24.0,23.0,21.0,23.0,25.0
0-203-0-11483,26.0,21.0,22.0,24.0,22.0,23.0,22.0,16.0,21.0,18.0,22.0,21.0,24.0,19.0,25.0,24.0,22.0,19.0,21.0,24.0,26.0,18.0,23.0,24.0,25.0,24.0,20.0,24.0,22.0,24.0,24.0,19.0,23.0,24.0,25.0,18.0,19.0,21.0,22.0
0-203-0-11497,22.0,22.0,20.0,21.0,21.0,21.0,23.0,21.0,21.0,19.0,18.0,21.0,21.0,17.0,23.0,23.0,22.0,18.0,24.0,21.0,26.0,21.0,22.0,24.0,23.0,21.0,20.0,25.0,24.0,25.0,22.0,21.0,23.0,26.0,24.0,25.0,25.0,25.0,24.0
0-203-0-11501049001,25.0,23.0,20.0,24.0,24.0,21.0,21.0,15.0,13.0,21.0,21.0,8.0,17.0,20.0,16.0,18.0,21.0,18.0,25.0,21.0,21.0,23.0,25.0,23.0,24.0,22.0,24.0,25.0,24.0,25.0,23.0,20.0,24.0,25.0,24.0,22.0,22.0,23.0,23.0
0-203-0-11502020001,23.0,21.0,18.0,22.0,19.0,22.0,23.0,16.0,15.0,18.0,14.0,12.0,21.0,16.0,15.0,20.0,19.0,17.0,23.0,24.0,11.0,16.0,23.0,25.0,24.0,24.0,25.0,23.0,22.0,22.0,23.0,19.0,22.0,22.0,19.0,17.0,21.0,22.0,16.0
0-203-0-11503029001,25.0,25.0,22.0,25.0,22.0,23.0,25.0,15.0,17.0,25.0,17.0,19.0,16.0,18.0,17.0,20.0,24.0,24.0,23.0,24.0,10.0,22.0,25.0,25.0,21.0,23.0,25.0,22.0,23.0,21.0,17.0,16.0,21.0,16.0,18.0,19.0,22.0,23.0,13.0
0-203-0-11510,21.0,24.0,23.0,24.0,25.0,24.0,23.0,22.0,23.0,17.0,22.0,23.0,23.0,9.0,9.0,23.0,17.0,19.0,21.0,21.0,26.0,19.0,21.0,24.0,25.0,23.0,18.0,24.0,23.0,25.0,22.0,22.0,21.0,26.0,20.0,22.0,23.0,23.0,22.0
0-203-0-11528,25.0,20.0,21.0,20.0,21.0,21.0,22.0,18.0,18.0,14.0,18.0,20.0,19.0,22.0,20.0,24.0,19.0,23.0,23.0,25.0,25.0,23.0,22.0,24.0,24.0,23.0,24.0,20.0,21.0,24.0,23.0,15.0,22.0,20.0,25.0,17.0,21.0,23.0,22.0
0-203-0-11532,24.0,23.0,23.0,25.0,21.0,19.0,21.0,8.0,22.0,10.0,16.0,23.0,22.0,21.0,22.0,24.0,22.0,21.0,24.0,17.0,26.0,23.0,21.0,22.0,24.0,24.0,20.0,25.0,22.0,23.0,22.0,21.0,21.0,25.0,25.0,23.0,22.0,24.0,24.0
0-203-0-11535,16.0,21.0,21.0,20.0,23.0,21.0,8.0,12.0,14.0,14.0,18.0,19.0,19.0,18.0,18.0,23.0,18.0,7.0,19.0,24.0,26.0,23.0,23.0,22.0,24.0,21.0,17.0,26.0,22.0,26.0,24.0,21.0,20.0,25.0,25.0,22.0,22.0,24.0,23.0
0-203-0-11542,23.0,23.0,23.0,24.0,24.0,24.0,22.0,23.0,25.0,19.0,23.0,23.0,22.0,25.0,24.0,23.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,22.0,25.0,23.0,17.0,26.0,25.0,25.0,20.0,21.0,22.0,23.0,24.0,22.0,23.0,26.0,26.0
0-203-0-11549,20.0,22.0,23.0,25.0,24.0,20.0,21.0,23.0,21.0,22.0,22.0,19.0,24.0,20.0,21.0,24.0,23.0,17.0,24.0,25.0,24.0,19.0,18.0,23.0,24.0,21.0,20.0,22.0,20.0,24.0,20.0,17.0,23.0,22.0,20.0,20.0,20.0,22.0,24.0
0-203-0-11551,25.0,23.0,21.0,24.0,23.0,20.0,19.0,15.0,8.0,15.0,15.0,12.0,15.0,16.0,10.0,13.0,18.0,16.0,25.0,16.0,21.0,18.0,22.0,22.0,22.0,24.0,23.0,24.0,22.0,24.0,22.0,20.0,18.0,23.0,23.0,18.0,21.0,24.0,24.0
0-203-0-11552,26.0,24.0,24.0,24.0,23.0,23.0,23.0,12.0,8.0,14.0,10.0,16.0,19.0,18.0,11.0,16.0,19.0,18.0,24.0,22.0,20.0,24.0,25.0,23.0,23.0,23.0,13.0,23.0,21.0,24.0,23.0,23.0,23.0,24.0,25.0,24.0,21.0,22.0,24.0
0-203-0-11572,21.0,21.0,18.0,19.0,20.0,19.0,21.0,15.0,7.0,12.0,14.0,4.0,11.0,10.0,10.0,24.0,18.0,19.0,25.0,23.0,25.0,21.0,24.0,23.0,24.0,22.0,18.0,23.0,22.0,25.0,23.0,9.0,20.0,18.0,23.0,21.0,20.0,22.0,21.0
0-203-0-11578,24.0,22.0,22.0,26.0,22.0,19.0,22.0,16.0,6.0,11.0,16.0,8.0,10.0,7.0,11.0,23.0,20.0,16.0,22.0,20.0,26.0,23.0,19.0,23.0,22.0,19.0,16.0,24.0,23.0,23.0,22.0,18.0,19.0,23.0,22.0,21.0,21.0,22.0,23.0
0-203-0-11581,24.0,22.0,24.0,22.0,18.0,18.0,21.0,11.0,20.0,14.0,21.0,20.0,20.0,22.0,21.0,22.0,19.0,19.0,22.0,24.0,26.0,23.0,23.0,25.0,25.0,23.0,21.0,23.0,23.0,24.0,23.0,21.0,23.0,22.0,25.0,20.0,21.0,23.0,22.0
0-203-0-11583,24.0,20.0,17.0,21.0,19.0,21.0,22.0,14.0,16.0,19.0,20.0,15.0,17.0,18.0,21.0,23.0,16.0,21.0,21.0,23.0,24.0,19.0,18.0,24.0,21.0,21.0,20.0,20.0,18.0,22.0,19.0,19.0,21.0,20.0,23.0,21.0,21.0,23.0,18.0
0-203-0-11589,24.0,21.0,22.0,25.0,23.0,23.0,22.0,12.0,21.0,22.0,19.0,19.0,14.0,20.0,18.0,23.0,12.0,20.0,22.0,11.0,26.0,18.0,18.0,21.0,23.0,24.0,19.0,25.0,24.0,26.0,23.0,22.0,22.0,24.0,23.0,23.0,22.0,25.0,24.0
0-203-0-11593,22.0,22.0,23.0,24.0,24.0,25.0,16.0,10.0,19.0,12.0,18.0,18.0,19.0,20.0,22.0,24.0,20.0,19.0,22.0,22.0,26.0,18.0,20.0,23.0,22.0,20.0,16.0,23.0,20.0,23.0,20.0,21.0,20.0,22.0,20.0,21.0,23.0,25.0,18.0
0-203-0-11602,24.0,21.0,22.0,17.0,20.0,21.0,20.0,21.0,20.0,25.0,18.0,6.0,17.0,21.0,19.0,19.0,23.0,23.0,25.0,25.0,15.0,21.0,24.0,21.0,25.0,23.0,25.0,19.0,25.0,22.0,21.0,25.0,22.0,21.0,24.0,24.0,22.0,22.0,25.0
0-203-0-11604,25.0,22.0,23.0,24.0,24.0,18.0,20.0,15.0,8.0,22.0,14.0,18.0,25.0,24.0,24.0,23.0,22.0,23.0,23.0,24.0,26.0,25.0,24.0,25.0,25.0,24.0,25.0,24.0,25.0,23.0,22.0,20.0,24.0,25.0,23.0,19.0,25.0,24.0,23.0
0-203-0-11605,24.0,21.0,21.0,13.0,22.0,23.0,20.0,24.0,19.0,25.0,20.0,15.0,23.0,20.0,20.0,22.0,22.0,24.0,24.0,25.0,17.0,24.0,23.0,24.0,25.0,23.0,25.0,18.0,22.0,24.0,19.0,25.0,21.0,20.0,19.0,24.0,21.0,21.0,23.0
0-203-0-11608,25.0,24.0,24.0,26.0,25.0,17.0,22.0,12.0,9.0,10.0,12.0,19.0,19.0,24.0,23.0,20.0,21.0,24.0,25.0,23.0,21.0,20.0,22.0,24.0,25.0,23.0,22.0,22.0,25.0,22.0,21.0,18.0,23.0,23.0,22.0,22.0,25.0,23.0,24.0
0-203-0-11632,24.0,20.0,18.0,20.0,19.0,19.0,23.0,16.0,9.0,25.0,21.0,21.0,20.0,18.0,8.0,22.0,20.0,20.0,22.0,25.0,18.0,23.0,24.0,24.0,23.0,24.0,23.0,20.0,20.0,24.0,24.0,16.0,21.0,19.0,21.0,19.0,21.0,24.0,24.0
0-203-0-11634,25.0,21.0,22.0,23.0,21.0,25.0,23.0,12.0,17.0,22.0,20.0,21.0,17.0,23.0,21.0,24.0,19.0,23.0,25.0,23.0,25.0,22.0,22.0,25.0,21.0,22.0,22.0,23.0,22.0,24.0,24.0,19.0,25.0,24.0,24.0,22.0,22.0,24.0,24.0
0-203-0-11635,23.0,21.0,24.0,25.0,23.0,21.0,21.0,23.0,19.0,16.0,19.0,20.0,21.0,21.0,23.0,23.0,20.0,20.0,24.0,22.0,26.0,18.0,21.0,25.0,23.0,22.0,21.0,24.0,21.0,24.0,23.0,20.0,21.0,24.0,25.0,21.0,21.0,25.0,24.0
0-203-0-11644,25.0,24.0,22.0,18.0,22.0,21.0,22.0,26.0,25.0,25.0,25.0,17.0,25.0,26.0,19.0,26.0,23.0,24.0,25.0,23.0,23.0,26.0,25.0,26.0,26.0,24.0,25.0,24.0,23.0,20.0,21.0,26.0,23.0,22.0,22.0,24.0,24.0,26.0,25.0
0-203-0-11649,23.0,25.0,25.0,23.0,24.0,20.0,17.0,18.0,6.0,14.0,19.0,17.0,10.0,16.0,19.0,22.0,24.0,19.0,22.0,24.0,25.0,24.0,22.0,23.0,24.0,22.0,20.0,24.0,23.0,22.0,23.0,19.0,8.0,13.0,23.0,21.0,15.0,18.0,23.0
0-203-0-11656,21.0,22.0,23.0,24.0,20.0,21.0,22.0,14.0,7.0,14.0,15.0,8.0,14.0,11.0,10.0,22.0,21.0,19.0,23.0,22.0,26.0,20.0,26.0,26.0,24.0,24.0,23.0,26.0,24.0,24.0,24.0,21.0,24.0,25.0,24.0,20.0,22.0,24.0,21.0
0-203-0-11660,24.0,20.0,19.0,20.0,21.0,21.0,23.0,17.0,15.0,23.0,20.0,8.0,16.0,12.0,15.0,21.0,21.0,25.0,24.0,25.0,20.0,19.0,23.0,24.0,23.0,24.0,21.0,21.0,23.0,21.0,22.0,19.0,21.0,20.0,6.0,18.0,20.0,26.0,
0-203-0-11667,24.0,21.0,22.0,23.0,23.0,20.0,24.0,19.0,22.0,22.0,14.0,11.0,3.0,11.0,,20.0,17.0,21.0,21.0,5.0,26.0,24.0,19.0,23.0,21.0,17.0,21.0,26.0,25.0,25.0,24.0,19.0,24.0,25.0,24.0,25.0,23.0,23.0,23.0
0-203-0-11674,26.0,25.0,24.0,20.0,24.0,24.0,24.0,21.0,14.0,26.0,23.0,18.0,20.0,18.0,19.0,25.0,24.0,26.0,25.0,25.0,22.0,25.0,23.0,23.0,24.0,24.0,24.0,21.0,17.0,12.0,19.0,20.0,19.0,16.0,20.0,24.0,17.0,22.0,20.0
0-203-0-11675,23.0,22.0,15.0,23.0,16.0,21.0,24.0,16.0,15.0,16.0,21.0,11.0,19.0,9.0,15.0,22.0,23.0,21.0,21.0,25.0,24.0,23.0,24.0,23.0,23.0,24.0,18.0,25.0,18.0,15.0,23.0,18.0,15.0,20.0,22.0,22.0,12.0,23.0,23.0
0-203-0-11680,23.0,25.0,23.0,23.0,20.0,22.0,23.0,15.0,12.0,12.0,16.0,8.0,11.0,12.0,6.0,22.0,19.0,17.0,25.0,22.0,24.0,19.0,23.0,21.0,25.0,23.0,15.0,24.0,20.0,23.0,23.0,17.0,14.0,14.0,21.0,21.0,15.0,15.0,7.0
0-203-0-11685,24.0,24.0,18.0,21.0,20.0,21.0,18.0,20.0,17.0,20.0,20.0,16.0,11.0,11.0,15.0,20.0,22.0,22.0,21.0,25.0,19.0,20.0,22.0,23.0,20.0,22.0,20.0,22.0,21.0,23.0,21.0,17.0,19.0,21.0,18.0,19.0,21.0,21.0,19.0
0-203-0-11686,18.0,16.0,6.0,17.0,6.0,15.0,21.0,15.0,13.0,21.0,20.0,12.0,11.0,11.0,11.0,8.0,17.0,15.0,19.0,25.0,25.0,22.0,25.0,24.0,24.0,22.0,21.0,24.0,23.0,23.0,23.0,23.0,24.0,25.0,23.0,19.0,24.0,22.0,22.0
0-203-0-11687,24.0,22.0,22.0,24.0,19.0,17.0,21.0,16.0,22.0,22.0,15.0,11.0,5.0,10.0,15.0,17.0,18.0,18.0,22.0,23.0,25.0,18.0,19.0,23.0,18.0,16.0,20.0,22.0,22.0,22.0,23.0,16.0,22.0,23.0,19.0,20.0,20.0,23.0,18.0
0-203-0-11701,25.0,23.0,24.0,23.0,22.0,21.0,22.0,22.0,19.0,,19.0,20.0,24.0,17.0,22.0,21.0,18.0,19.0,24.0,23.0,21.0,23.0,16.0,20.0,25.0,24.0,19.0,25.0,21.0,25.0,21.0,18.0,23.0,24.0,22.0,23.0,19.0,23.0,23.0
0-203-0-11703,24.0,25.0,23.0,23.0,26.0,22.0,24.0,22.0,17.0,24.0,16.0,18.0,20.0,21.0,21.0,22.0,23.0,25.0,23.0,23.0,20.0,20.0,24.0,26.0,23.0,24.0,25.0,22.0,24.0,23.0,22.0,24.0,24.0,24.0,20.0,22.0,20.0,13.0,21.0
0-203-0-11705,22.0,25.0,25.0,5.0,21.0,25.0,24.0,12.0,11.0,17.0,11.0,9.0,11.0,15.0,21.0,23.0,18.0,23.0,24.0,23.0,25.0,20.0,25.0,23.0,19.0,24.0,18.0,23.0,23.0,25.0,21.0,18.0,24.0,23.0,25.0,23.0,23.0,24.0,20.0
0-203-0-11709,22.0,23.0,22.0,24.0,22.0,20.0,23.0,22.0,19.0,19.0,22.0,22.0,8.0,17.0,23.0,23.0,19.0,16.0,20.0,22.0,24.0,24.0,21.0,21.0,20.0,21.0,17.0,23.0,24.0,23.0,23.0,19.0,22.0,26.0,20.0,23.0,22.0,23.0,19.0
0-203-0-11711,22.0,21.0,19.0,24.0,18.0,20.0,25.0,18.0,19.0,17.0,19.0,19.0,19.0,22.0,20.0,22.0,22.0,21.0,23.0,24.0,24.0,23.0,25.0,22.0,23.0,21.0,,,,24.0,25.0,19.0,25.0,23.0,22.0,24.0,23.0,24.0,22.0
0-203-0-11726,25.0,24.0,24.0,25.0,25.0,26.0,26.0,21.0,21.0,24.0,11.0,12.0,10.0,9.0,8.0,21.0,22.0,22.0,23.0,22.0,26.0,19.0,22.0,24.0,21.0,25.0,18.0,9.0,23.0,24.0,20.0,21.0,24.0,25.0,23.0,21.0,25.0,25.0,26.0
0-203-0-11731,,,17.0,26.0,23.0,17.0,22.0,16.0,21.0,21.0,21.0,16.0,19.0,14.0,16.0,21.0,15.0,19.0,24.0,25.0,19.0,20.0,19.0,21.0,22.0,25.0,21.0,25.0,23.0,21.0,18.0,20.0,20.0,20.0,23.0,18.0,19.0,25.0,22.0
0-203-0-11742,23.0,24.0,21.0,24.0,24.0,23.0,20.0,12.0,4.0,8.0,11.0,15.0,,16.0,20.0,21.0,18.0,20.0,20.0,19.0,25.0,25.0,22.0,23.0,21.0,22.0,18.0,24.0,26.0,23.0,23.0,18.0,22.0,26.0,21.0,23.0,23.0,22.0,22.0
0-203-0-11748,21.0,25.0,25.0,24.0,24.0,25.0,15.0,22.0,21.0,21.0,24.0,23.0,20.0,23.0,22.0,23.0,25.0,22.0,21.0,20.0,26.0,23.0,25.0,23.0,22.0,24.0,19.0,26.0,25.0,26.0,19.0,16.0,23.0,25.0,22.0,23.0,24.0,,
0-203-0-11762,24.0,23.0,25.0,23.0,24.0,23.0,23.0,9.0,,11.0,10.0,14.0,23.0,13.0,19.0,23.0,18.0,19.0,23.0,24.0,21.0,19.0,22.0,21.0,19.0,26.0,22.0,24.0,20.0,25.0,19.0,17.0,21.0,22.0,22.0,19.0,22.0,26.0,22.0
0-203-0-11765,24.0,24.0,23.0,25.0,26.0,26.0,23.0,25.0,25.0,20.0,11.0,11.0,15.0,17.0,23.0,22.0,15.0,21.0,20.0,22.0,19.0,24.0,21.0,25.0,21.0,21.0,20.0,24.0,21.0,24.0,23.0,21.0,25.0,24.0,25.0,22.0,25.0,23.0,22.0
0-203-0-11767,25.0,21.0,20.0,24.0,21.0,20.0,20.0,16.0,11.0,17.0,8.0,20.0,15.0,23.0,20.0,22.0,17.0,22.0,21.0,23.0,23.0,22.0,25.0,24.0,21.0,23.0,21.0,23.0,25.0,23.0,23.0,22.0,24.0,23.0,24.0,23.0,22.0,25.0,22.0
0-203-0-11769,24.0,21.0,22.0,25.0,23.0,21.0,23.0,13.0,4.0,12.0,8.0,11.0,18.0,22.0,23.0,25.0,20.0,23.0,23.0,21.0,25.0,20.0,24.0,24.0,23.0,25.0,20.0,24.0,23.0,25.0,19.0,22.0,24.0,21.0,23.0,19.0,23.0,24.0,19.0
0-203-0-11781,24.0,23.0,23.0,24.0,25.0,24.0,23.0,26.0,22.0,19.0,24.0,23.0,15.0,20.0,21.0,21.0,17.0,23.0,26.0,22.0,25.0,21.0,23.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,21.0,22.0,26.0,26.0,24.0,22.0,25.0,24.0,23.0
0-203-0-11784,22.0,19.0,22.0,25.0,23.0,19.0,22.0,12.0,12.0,16.0,11.0,11.0,9.0,18.0,23.0,23.0,19.0,25.0,25.0,22.0,25.0,20.0,26.0,25.0,23.0,21.0,16.0,25.0,20.0,26.0,19.0,22.0,21.0,23.0,21.0,19.0,22.0,24.0,24.0
0-203-0-11785,24.0,22.0,22.0,25.0,22.0,22.0,25.0,17.0,8.0,18.0,11.0,9.0,11.0,10.0,20.0,22.0,17.0,22.0,21.0,25.0,20.0,20.0,17.0,20.0,23.0,21.0,24.0,23.0,24.0,25.0,20.0,22.0,22.0,22.0,20.0,18.0,24.0,23.0,21.0
0-203-0-11788,23.0,24.0,20.0,26.0,22.0,22.0,24.0,10.0,8.0,21.0,9.0,10.0,16.0,22.0,21.0,23.0,23.0,23.0,22.0,22.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,22.0,21.0,24.0,21.0,19.0,22.0,20.0,22.0,19.0,23.0,22.0,20.0
0-203-0-11789,26.0,24.0,24.0,25.0,23.0,25.0,23.0,18.0,13.0,25.0,13.0,13.0,20.0,22.0,25.0,23.0,21.0,23.0,26.0,23.0,21.0,24.0,25.0,25.0,26.0,26.0,24.0,24.0,25.0,25.0,21.0,25.0,26.0,24.0,24.0,23.0,24.0,24.0,24.0
0-203-0-11790,21.0,20.0,21.0,24.0,21.0,21.0,22.0,20.0,20.0,18.0,21.0,21.0,17.0,15.0,23.0,24.0,18.0,22.0,24.0,22.0,25.0,21.0,23.0,24.0,23.0,22.0,19.0,24.0,25.0,25.0,20.0,20.0,18.0,24.0,22.0,21.0,23.0,25.0,23.0
0-203-0-11792,24.0,23.0,23.0,25.0,23.0,24.0,23.0,16.0,13.0,23.0,19.0,17.0,12.0,21.0,25.0,24.0,14.0,17.0,17.0,23.0,22.0,24.0,22.0,25.0,26.0,21.0,25.0,21.0,23.0,26.0,20.0,21.0,23.0,23.0,24.0,17.0,23.0,25.0,20.0
0-203-0-11793,22.0,19.0,21.0,18.0,22.0,19.0,21.0,20.0,14.0,21.0,20.0,17.0,20.0,22.0,21.0,19.0,20.0,19.0,19.0,24.0,19.0,21.0,21.0,23.0,18.0,24.0,25.0,22.0,21.0,22.0,22.0,23.0,23.0,20.0,20.0,20.0,21.0,1.0,
0-203-0-11794,25.0,24.0,24.0,24.0,26.0,25.0,23.0,21.0,24.0,23.0,24.0,19.0,19.0,23.0,20.0,24.0,18.0,23.0,22.0,24.0,14.0,20.0,21.0,21.0,20.0,22.0,20.0,19.0,20.0,21.0,17.0,20.0,23.0,21.0,23.0,18.0,20.0,25.0,21.0
0-203-0-11798,15.0,17.0,22.0,22.0,19.0,16.0,21.0,22.0,20.0,18.0,19.0,23.0,21.0,21.0,24.0,22.0,18.0,24.0,21.0,23.0,25.0,19.0,23.0,23.0,21.0,21.0,20.0,23.0,23.0,26.0,16.0,21.0,23.0,21.0,24.0,20.0,24.0,24.0,21.0
0-203-0-20101025001,25.0,24.0,15.0,24.0,21.0,22.0,22.0,12.0,12.0,20.0,11.0,20.0,15.0,20.0,21.0,26.0,18.0,23.0,23.0,24.0,5.0,16.0,24.0,16.0,24.0,26.0,20.0,22.0,22.0,23.0,21.0,22.0,22.0,23.0,24.0,25.0,20.0,25.0,22.0
0-203-0-20101047201,24.0,26.0,22.0,24.0,23.0,23.0,22.0,8.0,10.0,23.0,16.0,8.0,10.0,17.0,23.0,23.0,22.0,24.0,22.0,25.0,25.0,23.0,16.0,15.0,18.0,20.0,21.0,24.0,25.0,26.0,22.0,22.0,24.0,26.0,25.0,24.0,25.0,24.0,24.0
0-203-0-20101069001,25.0,23.0,25.0,24.0,22.0,23.0,25.0,16.0,12.0,17.0,2.0,,3.0,23.0,22.0,23.0,19.0,24.0,26.0,23.0,26.0,24.0,22.0,24.0,20.0,22.0,21.0,25.0,26.0,24.0,19.0,22.0,24.0,21.0,25.0,21.0,24.0,24.0,22.0
0-203-0-20101096001,25.0,25.0,23.0,23.0,23.0,26.0,24.0,18.0,8.0,15.0,12.0,10.0,17.0,22.0,20.0,23.0,22.0,25.0,26.0,23.0,26.0,25.0,25.0,23.0,22.0,25.0,24.0,24.0,23.0,26.0,23.0,24.0,25.0,26.0,24.0,25.0,25.0,24.0,24.0
0-203-0-20101115001,24.0,24.0,20.0,25.0,25.0,21.0,23.0,16.0,16.0,24.0,16.0,21.0,16.0,21.0,23.0,24.0,16.0,24.0,24.0,24.0,5.0,13.0,23.0,16.0,23.0,21.0,21.0,23.0,23.0,24.0,22.0,22.0,22.0,21.0,24.0,23.0,23.0,26.0,21.0
0-203-0-20101117001,20.0,21.0,18.0,24.0,24.0,21.0,24.0,12.0,5.0,18.0,10.0,12.0,16.0,18.0,22.0,19.0,20.0,22.0,22.0,22.0,24.0,19.0,21.0,22.0,23.0,22.0,20.0,23.0,21.0,23.0,18.0,19.0,23.0,24.0,21.0,22.0,21.0,23.0,
