station_id,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
0-203-0-10804001001,24.0,26.0,24.0,24.0,25.0,24.0,24.0,7.0,19.0,18.0,22.0,19.0,24.0,19.0,22.0,24.0,20.0,21.0,19.0,23.0,26.0,20.0,22.0,24.0,24.0,21.0,22.0,23.0,23.0,23.0,23.0,19.0,22.0,25.0,26.0,19.0,22.0,24.0,
0-203-0-10804016002,24.0,25.0,20.0,24.0,22.0,23.0,25.0,6.0,21.0,23.0,20.0,21.0,21.0,21.0,22.0,23.0,19.0,21.0,20.0,23.0,26.0,21.0,22.0,24.0,23.0,23.0,19.0,25.0,24.0,22.0,22.0,19.0,19.0,25.0,26.0,21.0,21.0,22.0,24.0
0-203-0-10805038001,20.0,20.0,22.0,23.0,22.0,22.0,25.0,22.0,21.0,14.0,21.0,21.0,21.0,13.0,3.0,23.0,22.0,21.0,23.0,19.0,25.0,22.0,20.0,22.0,25.0,24.0,17.0,23.0,23.0,25.0,24.0,18.0,20.0,25.0,22.0,21.0,21.0,23.0,23.0
0-203-0-10805047001,24.0,25.0,20.0,25.0,23.0,24.0,23.0,24.0,20.0,16.0,21.0,23.0,22.0,19.0,8.0,23.0,21.0,21.0,23.0,24.0,25.0,20.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,23.0,22.0,21.0,22.0,23.0,23.0,21.0,20.0,24.0,20.0
0-203-0-10805078001,,,17.0,24.0,24.0,22.0,25.0,23.0,23.0,17.0,21.0,21.0,22.0,13.0,7.0,23.0,20.0,21.0,24.0,19.0,26.0,24.0,24.0,21.0,26.0,24.0,22.0,24.0,23.0,25.0,23.0,21.0,23.0,26.0,24.0,23.0,23.0,23.0,23.0
0-203-0-10805107001,26.0,25.0,24.0,23.0,25.0,20.0,23.0,25.0,25.0,19.0,23.0,21.0,23.0,10.0,6.0,24.0,23.0,20.0,24.0,21.0,26.0,22.0,21.0,25.0,24.0,24.0,20.0,24.0,22.0,23.0,24.0,21.0,26.0,25.0,24.0,20.0,21.0,25.0,24.0
0-203-0-10901012001,25.0,24.0,25.0,25.0,22.0,22.0,25.0,19.0,20.0,20.0,20.0,19.0,21.0,13.0,12.0,22.0,17.0,17.0,21.0,24.0,22.0,22.0,25.0,21.0,21.0,22.0,20.0,23.0,23.0,25.0,22.0,17.0,20.0,22.0,24.0,21.0,20.0,25.0,20.0
0-203-0-10901046001,23.0,24.0,25.0,26.0,22.0,24.0,25.0,23.0,22.0,22.0,24.0,25.0,24.0,16.0,13.0,22.0,22.0,19.0,26.0,24.0,26.0,24.0,26.0,24.0,24.0,23.0,20.0,25.0,22.0,25.0,25.0,23.0,24.0,24.0,22.0,24.0,24.0,25.0,24.0
0-203-0-10901060001,23.0,25.0,25.0,23.0,22.0,23.0,25.0,21.0,20.0,23.0,22.0,21.0,22.0,11.0,13.0,22.0,20.0,23.0,22.0,24.0,26.0,25.0,26.0,24.0,25.0,24.0,23.0,24.0,24.0,26.0,25.0,26.0,24.0,25.0,26.0,22.0,20.0,24.0,22.0
0-203-0-10901104001,23.0,25.0,24.0,24.0,23.0,23.0,24.0,24.0,24.0,20.0,23.0,22.0,21.0,18.0,12.0,22.0,19.0,18.0,24.0,25.0,26.0,21.0,25.0,23.0,24.0,25.0,22.0,25.0,23.0,25.0,23.0,20.0,20.0,22.0,22.0,18.0,22.0,23.0,20.0
0-203-0-10901110001,23.0,23.0,25.0,25.0,23.0,22.0,25.0,23.0,22.0,20.0,23.0,21.0,23.0,15.0,10.0,23.0,20.0,18.0,24.0,25.0,25.0,23.0,20.0,24.0,24.0,23.0,21.0,24.0,25.0,23.0,23.0,19.0,21.0,26.0,25.0,20.0,22.0,23.0,21.0
0-203-0-10901114001,23.0,23.0,24.0,26.0,22.0,26.0,24.0,21.0,23.0,23.0,20.0,21.0,25.0,16.0,7.0,25.0,23.0,22.0,25.0,25.0,26.0,23.0,26.0,25.0,26.0,26.0,24.0,26.0,25.0,25.0,25.0,23.0,24.0,25.0,24.0,20.0,21.0,23.0,22.0
0-203-0-10901127001,23.0,22.0,25.0,24.0,24.0,24.0,25.0,25.0,23.0,21.0,23.0,21.0,22.0,15.0,11.0,24.0,21.0,21.0,25.0,24.0,26.0,21.0,24.0,24.0,24.0,22.0,24.0,26.0,23.0,24.0,24.0,21.0,22.0,25.0,24.0,24.0,23.0,24.0,22.0
0-203-0-10901141001,26.0,26.0,25.0,25.0,24.0,26.0,25.0,25.0,22.0,24.0,24.0,21.0,23.0,14.0,11.0,25.0,23.0,20.0,24.0,23.0,25.0,24.0,25.0,16.0,26.0,25.0,23.0,25.0,25.0,25.0,24.0,20.0,20.0,24.0,25.0,22.0,23.0,25.0,21.0
0-203-0-10902001001,26.0,20.0,21.0,23.0,21.0,22.0,25.0,22.0,21.0,21.0,23.0,22.0,21.0,18.0,7.0,24.0,21.0,21.0,23.0,23.0,25.0,22.0,26.0,25.0,25.0,26.0,24.0,24.0,22.0,25.0,25.0,25.0,22.0,25.0,26.0,21.0,23.0,25.0,9.0
0-203-0-10902018001,24.0,25.0,24.0,25.0,24.0,26.0,19.0,22.0,23.0,21.0,19.0,23.0,19.0,13.0,11.0,26.0,20.0,19.0,23.0,24.0,25.0,23.0,25.0,24.0,25.0,21.0,24.0,26.0,23.0,25.0,24.0,24.0,22.0,25.0,23.0,20.0,21.0,21.0,23.0
0-203-0-10902055001,26.0,24.0,24.0,24.0,25.0,24.0,25.0,23.0,20.0,18.0,22.0,21.0,22.0,13.0,7.0,25.0,20.0,18.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,23.0,23.0,24.0,22.0,26.0,25.0,20.0,24.0,25.0,25.0,20.0,24.0,25.0,23.0
0-203-0-10902100001,24.0,19.0,24.0,25.0,24.0,22.0,23.0,23.0,22.0,19.0,22.0,21.0,22.0,10.0,7.0,22.0,22.0,22.0,24.0,21.0,26.0,20.0,23.0,24.0,25.0,24.0,24.0,26.0,23.0,25.0,25.0,20.0,19.0,24.0,25.0,23.0,23.0,23.0,23.0
0-203-0-10903058001,24.0,23.0,24.0,25.0,22.0,21.0,21.0,21.0,22.0,12.0,23.0,21.0,19.0,12.0,6.0,23.0,17.0,16.0,23.0,21.0,26.0,22.0,22.0,26.0,25.0,22.0,20.0,22.0,22.0,22.0,23.0,18.0,19.0,24.0,26.0,23.0,23.0,21.0,23.0
0-203-0-10903081001,24.0,26.0,25.0,25.0,26.0,24.0,22.0,23.0,24.0,19.0,23.0,26.0,22.0,14.0,5.0,24.0,22.0,21.0,24.0,21.0,26.0,24.0,22.0,25.0,25.0,25.0,22.0,24.0,23.0,25.0,23.0,24.0,24.0,24.0,26.0,22.0,23.0,25.0,23.0
0-203-0-10903144001,24.0,24.0,24.0,25.0,24.0,26.0,23.0,20.0,22.0,20.0,25.0,24.0,23.0,17.0,8.0,23.0,23.0,22.0,24.0,23.0,22.0,23.0,24.0,22.0,24.0,22.0,22.0,22.0,23.0,24.0,22.0,20.0,22.0,22.0,25.0,20.0,22.0,23.0,21.0
0-203-0-10903164001,22.0,25.0,24.0,24.0,24.0,22.0,24.0,24.0,22.0,17.0,23.0,23.0,22.0,12.0,5.0,23.0,21.0,22.0,25.0,17.0,26.0,23.0,20.0,23.0,24.0,23.0,17.0,24.0,23.0,25.0,23.0,22.0,25.0,24.0,24.0,24.0,23.0,23.0,23.0
0-203-0-10904008001,24.0,22.0,25.0,22.0,24.0,24.0,23.0,22.0,23.0,20.0,26.0,25.0,25.0,10.0,4.0,24.0,20.0,21.0,22.0,15.0,26.0,23.0,22.0,26.0,22.0,24.0,18.0,23.0,22.0,25.0,22.0,22.0,23.0,24.0,25.0,23.0,22.0,23.0,24.0
0-203-0-10904009001,23.0,23.0,24.0,23.0,26.0,19.0,23.0,22.0,23.0,15.0,21.0,22.0,21.0,10.0,7.0,24.0,22.0,20.0,23.0,21.0,26.0,23.0,20.0,24.0,23.0,23.0,21.0,24.0,22.0,25.0,23.0,19.0,20.0,22.0,25.0,21.0,22.0,22.0,22.0
0-203-0-10904013001,23.0,25.0,24.0,23.0,24.0,23.0,22.0,24.0,21.0,18.0,20.0,23.0,22.0,10.0,3.0,23.0,23.0,23.0,22.0,19.0,26.0,26.0,20.0,22.0,23.0,24.0,20.0,24.0,22.0,25.0,16.0,18.0,19.0,26.0,23.0,23.0,24.0,25.0,23.0
0-203-0-11001016001,23.0,21.0,21.0,21.0,22.0,17.0,23.0,20.0,22.0,15.0,22.0,17.0,20.0,21.0,14.0,12.0,15.0,17.0,23.0,20.0,26.0,21.0,23.0,25.0,24.0,21.0,20.0,25.0,23.0,20.0,23.0,20.0,18.0,26.0,25.0,22.0,20.0,22.0,20.0
0-203-0-11001044001,26.0,24.0,23.0,23.0,23.0,20.0,22.0,23.0,22.0,20.0,24.0,21.0,22.0,18.0,8.0,13.0,16.0,22.0,23.0,20.0,26.0,19.0,25.0,24.0,25.0,21.0,20.0,23.0,24.0,23.0,23.0,20.0,21.0,26.0,25.0,20.0,20.0,20.0,23.0
0-203-0-11001058001,24.0,23.0,22.0,26.0,23.0,22.0,22.0,20.0,23.0,16.0,23.0,20.0,22.0,22.0,13.0,14.0,14.0,19.0,24.0,23.0,26.0,22.0,25.0,22.0,25.0,21.0,20.0,23.0,21.0,22.0,22.0,13.0,19.0,21.0,22.0,19.0,19.0,23.0,19.0
0-203-0-11001107001,22.0,25.0,22.0,21.0,23.0,22.0,24.0,19.0,23.0,19.0,25.0,23.0,23.0,24.0,10.0,7.0,12.0,21.0,22.0,15.0,25.0,20.0,21.0,22.0,22.0,23.0,20.0,24.0,22.0,24.0,23.0,22.0,23.0,26.0,25.0,22.0,22.0,22.0,24.0
0-203-0-11001141001,26.0,26.0,24.0,22.0,25.0,20.0,25.0,19.0,22.0,14.0,21.0,18.0,20.0,22.0,14.0,12.0,15.0,22.0,24.0,21.0,26.0,24.0,26.0,24.0,25.0,25.0,23.0,25.0,23.0,25.0,23.0,20.0,22.0,24.0,23.0,20.0,20.0,24.0,21.0
0-203-0-11001177001,25.0,24.0,23.0,24.0,22.0,22.0,25.0,22.0,22.0,20.0,25.0,24.0,25.0,23.0,15.0,7.0,17.0,22.0,20.0,14.0,26.0,24.0,24.0,23.0,25.0,25.0,25.0,25.0,21.0,23.0,25.0,21.0,22.0,25.0,23.0,25.0,22.0,22.0,25.0
0-203-0-11001186001,23.0,23.0,23.0,24.0,25.0,22.0,25.0,22.0,24.0,18.0,23.0,24.0,21.0,24.0,16.0,7.0,15.0,22.0,17.0,17.0,25.0,26.0,21.0,24.0,24.0,24.0,16.0,25.0,22.0,23.0,24.0,22.0,22.0,25.0,23.0,25.0,21.0,23.0,22.0
0-203-0-11002037001,18.0,26.0,24.0,25.0,26.0,22.0,24.0,25.0,23.0,22.0,25.0,23.0,24.0,23.0,7.0,7.0,16.0,21.0,25.0,18.0,25.0,25.0,23.0,25.0,23.0,24.0,19.0,25.0,23.0,23.0,24.0,23.0,23.0,26.0,22.0,25.0,21.0,21.0,25.0
0-203-0-11002055001,26.0,25.0,25.0,24.0,24.0,24.0,25.0,26.0,23.0,23.0,23.0,24.0,24.0,26.0,8.0,8.0,16.0,23.0,25.0,20.0,26.0,23.0,23.0,24.0,23.0,25.0,23.0,25.0,23.0,23.0,24.0,21.0,23.0,25.0,25.0,22.0,21.0,22.0,21.0
0-203-0-11002086001,23.0,23.0,22.0,22.0,20.0,21.0,26.0,22.0,23.0,24.0,20.0,21.0,22.0,19.0,23.0,23.0,21.0,23.0,22.0,15.0,26.0,21.0,25.0,22.0,26.0,25.0,23.0,24.0,23.0,22.0,22.0,21.0,23.0,25.0,24.0,23.0,23.0,22.0,23.0
0-203-0-11002097001,24.0,25.0,23.0,23.0,25.0,17.0,25.0,24.0,22.0,21.0,23.0,22.0,24.0,24.0,22.0,22.0,23.0,24.0,21.0,17.0,26.0,24.0,22.0,22.0,23.0,23.0,20.0,25.0,22.0,25.0,23.0,21.0,23.0,25.0,24.0,24.0,25.0,23.0,25.0
0-203-0-11003009001,25.0,23.0,22.0,23.0,24.0,18.0,26.0,24.0,25.0,21.0,23.0,23.0,25.0,23.0,7.0,13.0,13.0,24.0,25.0,17.0,24.0,19.0,23.0,20.0,23.0,23.0,19.0,25.0,22.0,24.0,21.0,21.0,21.0,24.0,23.0,21.0,21.0,22.0,25.0
0-203-0-11003028001,21.0,26.0,24.0,26.0,25.0,22.0,26.0,25.0,23.0,21.0,25.0,25.0,24.0,22.0,7.0,13.0,14.0,20.0,23.0,17.0,26.0,25.0,22.0,23.0,23.0,24.0,22.0,25.0,22.0,22.0,22.0,21.0,21.0,23.0,22.0,20.0,21.0,21.0,23.0
0-203-0-11003072001,20.0,23.0,23.0,22.0,22.0,21.0,25.0,22.0,23.0,16.0,23.0,23.0,22.0,21.0,11.0,7.0,13.0,20.0,23.0,13.0,26.0,24.0,24.0,21.0,24.0,24.0,20.0,25.0,22.0,25.0,22.0,22.0,23.0,26.0,22.0,24.0,23.0,23.0,25.0
0-203-0-11003082001,22.0,23.0,22.0,25.0,22.0,23.0,25.0,21.0,23.0,19.0,19.0,22.0,23.0,19.0,15.0,8.0,14.0,22.0,22.0,17.0,26.0,17.0,24.0,24.0,24.0,26.0,20.0,24.0,23.0,23.0,22.0,20.0,20.0,25.0,22.0,21.0,20.0,23.0,24.0
0-203-0-11005008001,9.0,18.0,20.0,20.0,21.0,17.0,20.0,23.0,21.0,7.0,18.0,21.0,17.0,18.0,9.0,13.0,12.0,22.0,24.0,21.0,26.0,23.0,15.0,24.0,22.0,23.0,17.0,23.0,25.0,24.0,22.0,16.0,20.0,24.0,23.0,19.0,22.0,24.0,22.0
0-203-0-11005011001,22.0,22.0,23.0,22.0,19.0,16.0,26.0,21.0,22.0,23.0,23.0,25.0,22.0,24.0,11.0,11.0,15.0,24.0,21.0,23.0,26.0,24.0,25.0,25.0,26.0,24.0,22.0,25.0,24.0,25.0,23.0,21.0,19.0,24.0,25.0,23.0,22.0,21.0,23.0
0-203-0-11005023001,23.0,23.0,21.0,23.0,22.0,17.0,21.0,20.0,17.0,13.0,21.0,19.0,16.0,18.0,11.0,6.0,12.0,21.0,24.0,21.0,26.0,24.0,24.0,23.0,23.0,24.0,20.0,24.0,22.0,25.0,23.0,19.0,20.0,24.0,25.0,22.0,23.0,21.0,23.0
0-203-0-11005040001,21.0,25.0,23.0,24.0,24.0,22.0,25.0,22.0,22.0,17.0,21.0,22.0,25.0,22.0,13.0,8.0,16.0,21.0,21.0,20.0,26.0,23.0,25.0,26.0,25.0,25.0,17.0,25.0,22.0,23.0,23.0,23.0,19.0,26.0,24.0,22.0,22.0,23.0,23.0
0-203-0-11005050001,22.0,23.0,24.0,22.0,21.0,19.0,24.0,22.0,22.0,16.0,21.0,22.0,23.0,23.0,11.0,8.0,16.0,21.0,23.0,16.0,26.0,23.0,22.0,24.0,25.0,24.0,19.0,24.0,22.0,25.0,23.0,23.0,21.0,26.0,24.0,21.0,22.0,24.0,25.0
0-203-0-11005051001,8.0,23.0,23.0,24.0,24.0,25.0,24.0,25.0,22.0,18.0,23.0,22.0,24.0,22.0,11.0,7.0,15.0,23.0,21.0,18.0,26.0,26.0,26.0,26.0,24.0,25.0,21.0,25.0,16.0,25.0,23.0,23.0,24.0,26.0,23.0,22.0,20.0,24.0,25.0
0-203-0-11101013001,26.0,24.0,20.0,24.0,23.0,21.0,25.0,21.0,22.0,17.0,21.0,20.0,22.0,17.0,14.0,13.0,15.0,18.0,22.0,24.0,26.0,22.0,26.0,24.0,26.0,25.0,24.0,25.0,25.0,25.0,23.0,21.0,22.0,24.0,26.0,21.0,22.0,21.0,21.0
0-203-0-11101025001,26.0,23.0,24.0,23.0,21.0,17.0,24.0,20.0,21.0,16.0,22.0,21.0,21.0,19.0,16.0,9.0,14.0,20.0,23.0,20.0,26.0,23.0,21.0,22.0,25.0,21.0,20.0,24.0,24.0,25.0,22.0,22.0,23.0,24.0,24.0,21.0,22.0,21.0,23.0
0-203-0-11101047001,25.0,23.0,23.0,22.0,21.0,16.0,25.0,19.0,22.0,17.0,21.0,18.0,19.0,18.0,15.0,8.0,14.0,19.0,23.0,19.0,26.0,24.0,21.0,22.0,26.0,20.0,18.0,25.0,22.0,23.0,22.0,21.0,20.0,24.0,24.0,20.0,21.0,21.0,23.0
0-203-0-11101055001,22.0,19.0,21.0,19.0,16.0,12.0,20.0,17.0,19.0,7.0,19.0,22.0,16.0,19.0,11.0,7.0,14.0,17.0,22.0,17.0,26.0,24.0,20.0,22.0,25.0,21.0,21.0,25.0,24.0,23.0,23.0,20.0,21.0,23.0,24.0,18.0,21.0,21.0,24.0
0-203-0-11101060001,23.0,24.0,25.0,24.0,25.0,26.0,26.0,24.0,24.0,20.0,23.0,25.0,25.0,21.0,17.0,7.0,16.0,19.0,20.0,17.0,25.0,25.0,24.0,24.0,25.0,24.0,19.0,25.0,22.0,24.0,22.0,24.0,23.0,24.0,21.0,21.0,23.0,23.0,23.0
0-203-0-11102023001,24.0,24.0,24.0,25.0,24.0,19.0,26.0,16.0,19.0,20.0,23.0,19.0,18.0,18.0,10.0,12.0,16.0,19.0,23.0,20.0,14.0,21.0,21.0,22.0,25.0,23.0,22.0,25.0,25.0,20.0,24.0,21.0,17.0,24.0,23.0,18.0,17.0,25.0,23.0
0-203-0-11102028001,25.0,21.0,22.0,25.0,20.0,18.0,23.0,17.0,22.0,24.0,22.0,22.0,20.0,22.0,14.0,12.0,15.0,15.0,23.0,23.0,26.0,20.0,21.0,23.0,24.0,21.0,19.0,25.0,21.0,21.0,24.0,21.0,20.0,24.0,23.0,17.0,16.0,24.0,24.0
0-203-0-11102036001,25.0,24.0,22.0,25.0,22.0,18.0,24.0,23.0,21.0,21.0,22.0,20.0,23.0,21.0,18.0,17.0,14.0,19.0,21.0,25.0,24.0,20.0,25.0,25.0,25.0,25.0,23.0,24.0,21.0,22.0,22.0,20.0,20.0,24.0,23.0,19.0,18.0,24.0,21.0
0-203-0-11102044001,24.0,22.0,22.0,25.0,23.0,20.0,26.0,23.0,21.0,12.0,23.0,23.0,19.0,20.0,15.0,7.0,15.0,15.0,23.0,19.0,26.0,22.0,20.0,23.0,25.0,24.0,20.0,25.0,23.0,22.0,25.0,22.0,24.0,25.0,23.0,21.0,23.0,22.0,24.0
0-203-0-11102069001,21.0,23.0,24.0,24.0,24.0,24.0,25.0,23.0,21.0,19.0,23.0,24.0,21.0,21.0,16.0,7.0,14.0,19.0,21.0,12.0,25.0,23.0,18.0,22.0,23.0,22.0,20.0,25.0,22.0,23.0,23.0,23.0,21.0,23.0,21.0,20.0,22.0,21.0,22.0
0-203-0-11102088001,24.0,23.0,24.0,26.0,25.0,25.0,24.0,24.0,22.0,21.0,23.0,23.0,22.0,21.0,17.0,7.0,15.0,22.0,21.0,20.0,26.0,25.0,25.0,21.0,25.0,23.0,20.0,24.0,22.0,25.0,21.0,22.0,22.0,25.0,22.0,22.0,22.0,23.0,24.0
0-203-0-11102119001,23.0,23.0,23.0,23.0,25.0,19.0,26.0,23.0,23.0,17.0,21.0,20.0,22.0,20.0,13.0,8.0,13.0,20.0,22.0,20.0,26.0,26.0,25.0,24.0,25.0,24.0,23.0,24.0,22.0,22.0,23.0,20.0,24.0,26.0,22.0,21.0,22.0,23.0,25.0
0-203-0-11102135001,14.0,24.0,24.0,24.0,25.0,21.0,23.0,22.0,24.0,18.0,24.0,23.0,22.0,20.0,11.0,8.0,15.0,20.0,23.0,18.0,26.0,23.0,23.0,22.0,24.0,22.0,15.0,24.0,23.0,24.0,23.0,23.0,24.0,25.0,22.0,21.0,22.0,21.0,21.0
0-203-0-11102153001,25.0,25.0,23.0,22.0,22.0,17.0,25.0,23.0,22.0,16.0,21.0,24.0,22.0,16.0,10.0,8.0,15.0,23.0,23.0,21.0,26.0,23.0,25.0,24.0,24.0,20.0,19.0,24.0,22.0,23.0,23.0,22.0,16.0,25.0,25.0,17.0,22.0,22.0,21.0
0-203-0-11103001001,19.0,21.0,23.0,26.0,25.0,23.0,25.0,8.0,24.0,10.0,19.0,23.0,21.0,20.0,15.0,7.0,10.0,17.0,20.0,17.0,26.0,23.0,23.0,24.0,24.0,24.0,22.0,24.0,24.0,24.0,23.0,22.0,22.0,25.0,21.0,20.0,23.0,25.0,23.0
0-203-0-11103043001,22.0,22.0,23.0,23.0,22.0,21.0,21.0,24.0,21.0,13.0,22.0,21.0,22.0,8.0,1.0,23.0,18.0,20.0,23.0,13.0,21.0,24.0,21.0,23.0,21.0,22.0,17.0,24.0,22.0,22.0,20.0,22.0,23.0,25.0,21.0,25.0,24.0,24.0,24.0
0-203-0-11103045001,22.0,25.0,24.0,23.0,23.0,21.0,24.0,21.0,23.0,18.0,18.0,19.0,22.0,8.0,8.0,24.0,18.0,17.0,21.0,20.0,24.0,18.0,19.0,21.0,20.0,23.0,17.0,22.0,20.0,23.0,24.0,14.0,21.0,25.0,23.0,17.0,20.0,23.0,19.0
0-203-0-11103049001,22.0,22.0,22.0,23.0,24.0,20.0,23.0,23.0,24.0,18.0,23.0,23.0,22.0,8.0,3.0,23.0,22.0,23.0,24.0,17.0,26.0,23.0,23.0,23.0,24.0,24.0,20.0,24.0,22.0,24.0,20.0,22.0,21.0,25.0,21.0,22.0,22.0,23.0,22.0
0-203-0-111040030,24.0,26.0,25.0,23.0,20.0,18.0,22.0,21.0,20.0,17.0,19.0,20.0,24.0,11.0,7.0,23.0,21.0,19.0,22.0,20.0,26.0,21.0,25.0,24.0,25.0,21.0,20.0,25.0,24.0,23.0,22.0,22.0,19.0,22.0,25.0,20.0,19.0,21.0,22.0
0-203-0-11104026001,,17.0,23.0,24.0,25.0,19.0,24.0,19.0,23.0,19.0,21.0,21.0,16.0,7.0,4.0,24.0,21.0,22.0,22.0,13.0,26.0,21.0,22.0,21.0,25.0,21.0,19.0,25.0,17.0,23.0,23.0,23.0,20.0,26.0,24.0,22.0,22.0,23.0,21.0
0-203-0-11105027001,23.0,26.0,25.0,23.0,25.0,23.0,22.0,24.0,22.0,19.0,25.0,26.0,25.0,11.0,5.0,24.0,21.0,22.0,24.0,18.0,26.0,24.0,21.0,22.0,23.0,24.0,18.0,24.0,24.0,23.0,22.0,19.0,24.0,26.0,23.0,20.0,23.0,21.0,22.0
0-203-0-11105036001,21.0,22.0,23.0,21.0,22.0,19.0,23.0,22.0,24.0,22.0,26.0,24.0,21.0,9.0,3.0,24.0,21.0,20.0,25.0,20.0,25.0,23.0,20.0,23.0,24.0,24.0,18.0,24.0,23.0,25.0,22.0,20.0,23.0,26.0,24.0,23.0,24.0,23.0,9.0
0-203-0-11201026001,26.0,25.0,25.0,25.0,26.0,23.0,26.0,24.0,24.0,15.0,20.0,24.0,24.0,11.0,5.0,22.0,19.0,20.0,24.0,19.0,26.0,22.0,24.0,23.0,24.0,23.0,19.0,25.0,22.0,25.0,22.0,20.0,22.0,24.0,25.0,21.0,21.0,21.0,24.0
0-203-0-11202007001,25.0,23.0,24.0,24.0,23.0,23.0,23.0,26.0,20.0,16.0,24.0,22.0,24.0,12.0,7.0,24.0,21.0,22.0,24.0,16.0,26.0,25.0,20.0,25.0,25.0,26.0,20.0,24.0,23.0,22.0,24.0,22.0,23.0,24.0,21.0,23.0,23.0,22.0,22.0
0-203-0-11202034001,22.0,26.0,25.0,24.0,25.0,25.0,24.0,23.0,22.0,21.0,25.0,25.0,25.0,12.0,5.0,24.0,22.0,20.0,22.0,20.0,25.0,25.0,22.0,22.0,23.0,23.0,23.0,24.0,24.0,23.0,21.0,22.0,24.0,26.0,22.0,24.0,24.0,24.0,24.0
0-203-0-11301018001,22.0,22.0,21.0,23.0,21.0,18.0,21.0,17.0,16.0,8.0,18.0,21.0,17.0,19.0,19.0,12.0,11.0,16.0,23.0,23.0,26.0,19.0,23.0,23.0,22.0,20.0,17.0,21.0,21.0,22.0,23.0,19.0,20.0,24.0,18.0,22.0,20.0,25.0,21.0
0-203-0-11301046001,25.0,26.0,24.0,25.0,24.0,24.0,23.0,21.0,19.0,10.0,25.0,18.0,19.0,22.0,17.0,12.0,15.0,21.0,23.0,24.0,26.0,19.0,22.0,25.0,23.0,22.0,22.0,23.0,24.0,19.0,23.0,17.0,23.0,23.0,18.0,17.0,21.0,25.0,22.0
0-203-0-11301059001,20.0,22.0,23.0,22.0,12.0,23.0,25.0,21.0,20.0,15.0,20.0,20.0,24.0,19.0,15.0,12.0,14.0,16.0,24.0,21.0,26.0,21.0,26.0,20.0,25.0,23.0,21.0,25.0,24.0,22.0,22.0,19.0,18.0,25.0,19.0,21.0,20.0,23.0,21.0
0-203-0-11301086001,23.0,24.0,23.0,24.0,22.0,20.0,24.0,21.0,17.0,21.0,24.0,24.0,24.0,24.0,17.0,16.0,14.0,20.0,25.0,23.0,26.0,24.0,26.0,24.0,23.0,25.0,23.0,26.0,23.0,24.0,24.0,21.0,19.0,26.0,24.0,21.0,20.0,25.0,23.0
0-203-0-11301117001,,12.0,24.0,25.0,24.0,18.0,24.0,17.0,19.0,19.0,24.0,24.0,22.0,23.0,19.0,12.0,17.0,21.0,26.0,25.0,24.0,22.0,24.0,26.0,24.0,26.0,22.0,24.0,22.0,22.0,21.0,17.0,18.0,24.0,23.0,24.0,19.0,25.0,20.0
0-203-0-11301161001,25.0,22.0,20.0,24.0,23.0,17.0,23.0,17.0,20.0,19.0,23.0,24.0,24.0,24.0,17.0,18.0,23.0,24.0,24.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,26.0,23.0,23.0,22.0,20.0,20.0,20.0,18.0,22.0,24.0,23.0,23.0,23.0
0-203-0-11302015001,26.0,24.0,24.0,24.0,23.0,20.0,23.0,21.0,22.0,22.0,22.0,23.0,21.0,26.0,25.0,15.0,15.0,22.0,23.0,25.0,25.0,21.0,26.0,24.0,25.0,23.0,24.0,24.0,22.0,23.0,22.0,15.0,22.0,24.0,24.0,21.0,20.0,23.0,22.0
0-203-0-11302052001,25.0,24.0,23.0,25.0,24.0,19.0,24.0,17.0,22.0,17.0,24.0,24.0,16.0,19.0,14.0,8.0,16.0,18.0,24.0,21.0,26.0,23.0,26.0,26.0,25.0,24.0,22.0,25.0,23.0,25.0,24.0,23.0,23.0,26.0,18.0,21.0,22.0,23.0,22.0
0-203-0-11302057001,25.0,23.0,18.0,17.0,16.0,24.0,23.0,25.0,23.0,23.0,24.0,22.0,21.0,21.0,20.0,17.0,23.0,24.0,24.0,24.0,19.0,21.0,24.0,24.0,23.0,22.0,24.0,18.0,17.0,22.0,17.0,22.0,21.0,19.0,18.0,22.0,20.0,22.0,23.0
0-203-0-11302082001,25.0,24.0,20.0,22.0,22.0,20.0,23.0,21.0,23.0,16.0,16.0,19.0,22.0,19.0,11.0,9.0,13.0,18.0,23.0,20.0,26.0,24.0,22.0,23.0,23.0,25.0,21.0,25.0,23.0,25.0,23.0,24.0,22.0,26.0,23.0,18.0,22.0,24.0,22.0
0-203-0-11302113001,24.0,23.0,15.0,22.0,18.0,20.0,21.0,11.0,15.0,21.0,16.0,13.0,18.0,18.0,11.0,24.0,18.0,17.0,21.0,23.0,8.0,21.0,24.0,25.0,,21.0,25.0,21.0,19.0,23.0,21.0,19.0,19.0,20.0,20.0,17.0,21.0,21.0,15.0
0-203-0-11303111001,,16.0,19.0,24.0,21.0,17.0,21.0,20.0,6.0,21.0,11.0,10.0,25.0,16.0,15.0,21.0,19.0,22.0,22.0,24.0,8.0,23.0,25.0,24.0,24.0,24.0,26.0,24.0,24.0,25.0,25.0,23.0,24.0,22.0,23.0,24.0,22.0,23.0,18.0
