hydro_year,n_stations,mean_swe_obs_median,mean_swe_mod_median,mean_swe_obs_mean,mean_swe_mod_mean,mean_swe_djfm_obs_median,mean_swe_djfm_mod_median,mean_swe_djfm_obs_mean,mean_swe_djfm_mod_mean,mean_swe_snow_obs_median,mean_swe_snow_mod_median,mean_swe_snow_obs_mean,mean_swe_snow_mod_mean,max_swe_obs_median,max_swe_mod_median,max_swe_obs_mean,max_swe_mod_mean,dohy_max_obs_median,dohy_max_mod_median,dohy_max_obs_mean,dohy_max_mod_mean,dohy_first_snow_obs_median,dohy_first_snow_mod_median,dohy_first_snow_obs_mean,dohy_first_snow_mod_mean,dohy_last_snow_obs_median,dohy_last_snow_mod_median,dohy_last_snow_obs_mean,dohy_last_snow_mod_mean,snow_duration_obs_median,snow_duration_mod_median,snow_duration_obs_mean,snow_duration_mod_mean,n_snow_weeks_obs_median,n_snow_weeks_mod_median,n_snow_weeks_obs_mean,n_snow_weeks_mod_mean,swe_days_obs_median,swe_days_mod_median,swe_days_obs_mean,swe_days_mod_mean
1999,171,2.5434782608695654,2.067661499,9.197943087265998,8.636151297262337,6.413333333333332,5.518155344375,16.986785649898398,16.286620953797257,13.166666666666666,11.38372941111111,22.247229473510707,19.582630746748343,25.7,23.482445,47.04853801169591,41.49191921988304,107.0,114.0,106.66863905325444,105.92307692307692,23.0,23.0,31.615384615384617,29.088757396449704,121.0,121.0,119.34319526627219,120.58579881656804,91.0,91.0,87.72781065088758,91.49704142011835,6.0,7.0,7.432748538011696,8.046783625730994,560.0,507.24536489900004,1861.0748538011694,1730.9224614131224
2000,169,3.070833333333333,4.279025788367347,10.00417991648655,10.585817127173213,9.142857142857142,12.30981425,21.54153630697531,25.889890862964958,18.91428571428571,20.606753438392857,29.076832342751732,29.6074070052334,31.2,34.268078,52.419526627218936,55.91477252857988,85.0,85.0,79.26875,86.01204819277109,50.0,50.0,44.88125,40.09036144578313,116.5,127.0,113.35,118.39759036144578,70.0,91.0,68.46875,78.30722891566265,7.0,8.0,6.928994082840236,8.331360946745562,798.0,984.29028355,2335.071597633136,2726.8705188104236
2001,168,1.8025,2.1015960042848487,3.4490860819300373,3.6337645518663932,5.25,4.953859478181818,8.20300463958178,8.959123729160682,12.666666666666666,11.339733344285715,15.997146687267582,14.672111562631295,19.8,18.537483,27.975595238095234,25.39024937142857,97.0,97.0,95.84049079754601,89.87349397590361,62.0,62.0,64.66257668711657,62.54819277108434,118.0,118.0,114.00613496932516,116.144578313253,56.0,56.0,49.34355828220859,53.596385542168676,4.0,5.0,4.940476190476191,5.738095238095238,376.94999999999993,390.7212718885,737.075,759.3339362863579
2002,166,4.382376700680272,4.624659119797981,8.896015402278561,9.708523201346605,13.735897435897435,13.799702250833334,23.522796355693682,26.394056581095647,29.2,26.288543000000004,38.06815908175801,35.826972903738906,44.7,42.49033,64.59156626506025,62.49615037108433,68.0,75.0,69.73939393939393,75.38181818181818,47.0,33.0,41.90909090909091,34.696969696969695,117.0,117.0,109.10909090909091,125.48484848484848,63.0,70.0,67.2,90.78787878787878,7.0,8.0,7.343373493975903,8.512048192771084,1346.7999999999997,1452.0695423779998,2531.866265060241,2782.3863557010663
2003,187,1.4829268292682927,1.504139025625,3.462999651022388,3.793498307767047,5.279999999999999,5.423737663636364,10.565855946463449,12.206602413634227,14.791071428571428,10.386210812222222,19.365602348900726,16.574718588859778,21.0,20.596087,29.599999999999998,29.79495939922139,102.0,102.0,92.01704545454545,84.46236559139786,53.0,53.0,58.32954545454545,43.854838709677416,116.0,116.0,128.64772727272728,133.01075268817203,59.5,73.5,70.31818181818181,89.15591397849462,4.0,7.0,5.834224598930481,7.67379679144385,456.3999999999999,476.1016456980001,1115.0139037433155,1214.6189194284734
2004,187,2.6847826086956523,2.5067518210638298,6.059568677259987,6.256612920203723,10.358333333333333,9.429025715454545,19.440379960948142,20.188342170414835,21.650000000000002,15.19443918,28.69637787361751,24.586511577952542,38.0,28.664701,51.51336898395722,46.23815268663102,87.0,87.0,92.50819672131148,90.59358288770053,66.0,52.0,61.44808743169399,53.27272727272727,129.0,129.0,126.47540983606558,132.51871657754012,63.0,84.0,65.02732240437159,79.24598930481284,6.0,8.0,7.0588235294117645,8.593582887700535,870.1000000000001,815.9603846471,2039.0588235294117,2100.5008734910875
2005,187,5.6000000000000005,4.151027118600001,11.09530121024813,11.730847796857743,15.6375,10.751545939999998,29.666876218788378,29.610848907672725,30.579999999999995,19.443840200000004,41.433203008344314,32.76199625706768,58.6,33.28553,83.6336898395722,68.49423754224598,134.0,134.0,128.74054054054054,128.19786096256684,22.0,22.0,45.1945945945946,36.44919786096256,134.0,134.0,136.42162162162163,137.14438502673798,112.0,112.0,91.22702702702702,100.6951871657754,8.0,9.0,8.588235294117647,10.262032085561497,1701.0,1178.4136742,3292.886096256684,3370.504820676008
2006,187,14.67142857142857,19.241919014285713,23.111812587295116,27.702928745396235,45.0,55.36613553846155,62.716328835262466,75.77635248357633,45.93571428571429,51.236451573333326,59.819671999087916,68.4889704286422,85.0,85.53413,110.32994652406417,114.17280000802138,126.0,133.0,119.11229946524064,121.84491978609626,21.0,21.0,32.86631016042781,26.614973262032084,140.0,147.0,142.3957219251337,151.3048128342246,119.0,126.0,109.52941176470588,124.68983957219251,15.0,17.0,14.085561497326204,15.695187165775401,4692.800000000001,5819.78120661,7404.442780748664,8950.380047809564
2007,181,0.47115384615384615,0.49139375557692316,1.5066182870657445,1.14534965062845,1.3529411764705883,1.4493778588235295,4.1338927705108235,3.4310376990752944,20.1,16.352972,23.795393772893775,17.134640013630154,21.5,20.02463,25.943093922651933,22.133900768259668,90.0,90.0,91.7948717948718,91.29299363057325,90.0,90.0,85.51282051282051,79.03184713375796,90.0,97.0,112.52564102564102,123.52866242038216,0.0,7.0,27.012820512820515,44.496815286624205,1.0,2.0,1.6740331491712708,2.4696132596685083,154.0,158.483374,434.87016574585635,345.869999219971
2008,183,0.3673469387755102,0.6206321276041668,2.215620995608994,2.600136985187457,0.5571428571428572,0.8356086287764706,4.409610175397302,5.246334628483956,8.9,8.626304,14.516920759752802,13.296081873672467,10.0,13.095139,18.4120218579235,21.978512253825137,19.0,19.0,45.07746478873239,35.68,12.0,12.0,27.133802816901408,20.68,68.0,75.0,88.30985915492958,89.16,56.0,56.0,61.17605633802817,68.48,2.0,4.0,3.5355191256830603,4.945355191256831,115.5,203.305900028,718.548087431694,844.4421503888793
2009,187,2.125531914893617,1.6387881031235296,6.080035574670333,5.382859901079772,6.311764705882354,5.216550140624999,15.933867843255623,14.835026116912374,17.4,10.80532714090909,24.535082679162404,18.532360203481655,37.2,25.723162,56.350802139037434,41.835802134973264,115.0,115.0,113.06629834254143,113.34408602150538,24.0,24.0,44.110497237569064,37.134408602150536,122.0,122.0,148.8011049723757,168.29032258064515,91.0,98.0,104.69060773480663,131.15591397849462,7.0,8.0,7.4171122994652405,9.074866310160427,686.6999999999999,530.711880524,1997.0475935828879,1780.7252577842673
