station_id,n_obs,bias_mm,rmse_mm,correlation,mean_observed_mm,mean_modelled_mm,station_name,latitude,longitude,elevation_m
0-203-0-10201001003,1357,-8.803448470736747,30.928358062093817,0.8656511810866127,23.240456890199006,14.437008419462229,Orlické Záhoří,50.280707,16.468455,690
0-203-0-10201037001,1636,-16.3297564858086,44.86761973824724,0.8728475498081177,26.003728606357093,9.673972120548358,Luisino údolí  Deštné v Orlických horách,50.287003,16.38829,875
0-203-0-10201039001,2206,-24.191914098158534,55.2099677663796,0.8695253835648985,39.44143245693583,15.24951835877716,Zdobnice,50.247678,16.408505,671
0-203-0-10201047001,1738,6.750811299304054,20.960566343598245,0.8278919284169122,4.355753739930918,11.106565039235058,Slatina nad Zdobnicí,50.13555556,16.38277778,390
0-203-0-10202005001,1315,3.3318690309673,13.505454824055937,0.9172810923550034,12.00380228136887,15.335671312336096,Králíky,50.08289,16.73475,538
0-203-0-10202014001,1351,0.77298423743301,14.116254570770709,0.9008957473660586,12.329311621021436,13.102295858454498,Orličky,50.026453,16.667424,570
0-203-0-10202022001,595,-0.2790157187926046,6.019157406718455,0.8920836128233491,3.7754621848739456,3.4964464660813412,Dolní Čermná,49.979555,16.566659,394
0-203-0-10202024001,1024,1.3595751389743191,7.727532877731222,0.9181956497909203,4.912695312499988,6.272270451474329,Letohrad,50.03782,16.48707,427
0-203-0-10202037001,408,0.24589757746813704,7.707871102821828,0.8627425339471565,7.41470588235294,7.660603459821079,Mikuleč,49.8033,16.4119,513
0-203-0-10202065001,1268,-0.10964607337263244,2.669355428303584,0.8731931951212771,1.1258675078864397,1.0162214345138048,Choceň,50.009544,16.200903,282
0-203-0-10202083001,1254,-0.33992528531471583,3.1876635541689042,0.9019058210986317,1.4399521531100472,1.100026867795333,Borohrádek,50.105254,16.086691,254
0-203-0-10203008001,1227,6.026738247008291,20.66510490629549,0.8346068788848099,9.375224123879345,15.401962370887702,Dobřany,50.322178,16.281744,627
0-203-0-10203017001,504,2.4824749724523794,7.496027407918694,0.8539512915252329,2.9095238095238063,5.391998781976189,Dobruška,50.2867,16.1531,283
0-203-0-10203029301,1242,-0.46727812779919514,4.955661582965209,0.8991580579060607,1.9741545893719639,1.5068764615727768,Bílý Újezd  Hroška,50.234904,16.209938,319
0-203-0-10203034001,1273,0.36731717796975233,4.175213056106856,0.7320755075436796,1.1043205027494039,1.4716376807191824,České Meziříčí,50.282295,16.041312,255
