station_id,n_active_seasons,coverage,first_active,last_active,max_gap_seasons,median_obs,min_obs,max_obs,cv_obs,n_seasons_any_obs,ok_coverage,ok_gap,ok_starts_early,ok_ends_late,ok_density,ok_stability,selected,fail_reasons,period,n_seasons_in_period,station_name,latitude,longitude,elevation_m
0-203-0-11202034001,48,0.9795918367346939,1976.0,2024.0,1,23.5,12.0,26.0,0.09606949674705735,49,True,True,True,True,True,True,True,,1976-2025,49,Koleč,50.1991,14.2377,238.0
0-203-0-11302052001,48,0.9795918367346939,1976.0,2024.0,1,23.0,14.0,26.0,0.1362834505055946,49,True,True,True,True,True,True,True,,1976-2025,49,Šemnice  Radošov,50.277061,12.994221,351.0
0-203-0-11403005001,48,0.9795918367346939,1976.0,2024.0,1,22.0,11.0,25.0,0.1665684708764266,49,True,True,True,True,True,True,True,,1976-2025,49,Křižany,50.738722,14.907056,395.0
0-203-0-11403041001,48,0.9795918367346939,1976.0,2024.0,1,22.0,10.0,26.0,0.20295478314970497,49,True,True,True,True,True,True,True,,1976-2025,49,Mařenice,50.80967,14.676,395.0
0-203-0-11405014001,48,0.9795918367346939,1976.0,2024.0,1,22.0,12.0,26.0,0.16568337391590282,49,True,True,True,True,True,True,True,,1976-2025,49,Chřibská  Horní Chřibská,50.85289,14.52456,440.0
0-203-0-11501049001,48,0.9795918367346939,1976.0,2024.0,1,23.0,13.0,26.0,0.12534635343116685,49,True,True,True,True,True,True,True,,1976-2025,49,Šluknov,51.002722,14.45525,352.0
0-203-0-11551,48,0.9795918367346939,1976.0,2024.0,1,21.5,10.0,25.0,0.19713333937122912,49,True,True,True,True,True,True,True,,1976-2025,49,Varnsdorf,50.90556,14.60222,367.0
0-203-0-11602,48,0.9795918367346939,1976.0,2024.0,1,21.0,11.0,26.0,0.14218537602538328,49,True,True,True,True,True,True,True,,1976-2025,49,Bedřichov,50.81511,15.13708,777.0
0-203-0-11635,48,0.9795918367346939,1976.0,2024.0,1,22.0,11.0,26.0,0.1188785974295868,49,True,True,True,True,True,True,True,,1976-2025,49,Jindřichův Hradec  Děbolín,49.1556,14.9575,524.0
0-203-0-11687,48,0.9795918367346939,1976.0,2024.0,1,21.0,10.0,25.0,0.16928810313091136,49,True,True,True,True,True,True,True,,1976-2025,49,Velké Meziříčí,49.3528,16.0086,452.0
0-203-0-11701,48,0.9795918367346939,1976.0,2024.0,1,22.0,16.0,25.0,0.11270857297888094,48,True,True,True,True,True,True,True,,1976-2025,49,Javorník,50.3956,17.0075,284.0
0-203-0-11784,48,0.9795918367346939,1976.0,2024.0,1,22.0,10.0,26.0,0.20297228827494002,49,True,True,True,True,True,True,True,,1976-2025,49,Lučina,49.7308,18.4425,300.0
0-203-0-20101025001,48,0.9795918367346939,1976.0,2024.0,1,22.0,11.0,26.0,0.17057262363043818,49,True,True,True,True,True,True,True,,1976-2025,49,Budišov nad Budišovkou,49.797195,17.618216,530.0
0-203-0-20101096001,48,0.9795918367346939,1976.0,2024.0,1,24.0,10.0,26.0,0.1460156334971116,49,True,True,True,True,True,True,True,,1976-2025,49,Fulnek  Kostelec,49.7235,17.93251,340.0
0-203-0-20101115001,48,0.9795918367346939,1976.0,2024.0,1,22.0,13.0,26.0,0.13874955903685737,49,True,True,True,True,True,True,True,,1976-2025,49,Skřipov,49.8178,17.9139,485.0
0-203-0-20101153101,48,0.9795918367346939,1976.0,2024.0,1,22.0,12.0,26.0,0.12860194997923452,49,True,True,True,True,True,True,True,,1976-2025,49,Klimkovice,49.7844,18.1347,240.0
0-203-0-20201004001,48,0.9795918367346939,1976.0,2024.0,1,23.0,13.0,26.0,0.13772083983135974,49,True,True,True,True,True,True,True,,1976-2025,49,Vidly,50.1056,17.2717,774.0
0-203-0-20201038001,48,0.9795918367346939,1976.0,2024.0,1,22.0,12.0,26.0,0.15467960838455727,48,True,True,True,True,True,True,True,,1976-2025,49,Heřmanovice,50.1985,17.3816,665.0
