station_id,hydro_year,n_obs,mean_swe_obs,mean_swe_djfm_obs,max_swe_obs,n_snow_weeks_obs,swe_days_obs,mean_swe_snow_obs,dohy_max_obs,dohy_first_snow_obs,dohy_last_snow_obs,snow_duration_obs,mean_swe_mod,mean_swe_djfm_mod,max_swe_mod,n_snow_weeks_mod,swe_days_mod,mean_swe_snow_mod,dohy_max_mod,dohy_first_snow_mod,dohy_last_snow_mod,snow_duration_mod,station_name,latitude,longitude,elevation_m
0-20000-0-11414,1997,20,7.989999999999999,9.975,21.9,11,1118.6,14.509090909090906,67.0,32.0,144.0,112.0,12.155757818000001,15.12947411,30.589846,12,1701.80609452,20.22399809166667,81.0,25.0,144.0,119.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,1998,16,2.625,2.625,14.2,7,294.0,6.0,101.0,38.0,143.0,105.0,3.1045484206249996,3.1045484206249996,10.385071,7,347.70942310999993,6.934705128571429,94.0,38.0,143.0,105.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,1999,15,11.466666666666667,14.590909090909092,43.1,8,1204.0,21.5,121.0,23.0,121.0,98.0,9.972564013333335,12.15802402909091,35.23468,8,1047.1192214,18.6433857125,114.0,23.0,121.0,98.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2000,21,6.9523809523809526,9.0,38.0,10,1022.0,14.6,57.0,22.0,127.0,105.0,9.93686261904762,12.786419791250001,38.633064,12,1460.7188050000002,17.224551108333333,85.0,22.0,141.0,119.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2001,12,6.891666666666667,6.891666666666667,26.2,7,578.9,11.814285714285715,97.0,62.0,125.0,63.0,4.971070945,4.971070945,20.99736,7,417.56995938,8.492950642857142,97.0,62.0,125.0,63.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2002,21,19.48095238095238,23.42941176470588,98.0,9,2863.7,45.45555555555555,75.0,26.0,145.0,119.0,12.577003339809524,15.029386629411764,55.693634,10,1848.819490952,26.327463729999998,68.0,26.0,145.0,119.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2003,47,1.591489361702128,5.4,21.1,9,523.6000000000001,8.31111111111111,116.0,11.0,158.0,147.0,2.022265324680851,6.7273011,24.237944,11,665.32529182,8.606506945454546,53.0,4.0,158.0,154.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2004,47,1.7276595744680852,6.246153846153846,37.4,8,568.4,10.112499999999999,87.0,45.0,122.0,77.0,2.4202915695361704,8.7387508,31.637796,10,796.2759263774001,11.36037604,87.0,45.0,136.0,91.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2005,51,5.541176470588236,16.525,59.1,12,1978.2000000000003,23.549999999999997,134.0,22.0,134.0,112.0,2.6912632508823524,8.35327588125,25.347412,11,960.7809805649998,12.306217809090908,134.0,22.0,134.0,112.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2006,52,20.85576923076923,63.0,130.0,19,7591.5,57.078947368421055,126.0,21.0,147.0,126.0,20.396802640384617,61.682973352941175,94.41386,19,7424.4361611,55.80552439473684,133.0,21.0,147.0,126.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
