station_id,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
0-203-0-10805047001,22.0,19.0,22.0,17.0,20.0,26.0,23.0,23.0,24.0,24.0,23.0,22.0,21.0,23.0,24.0,25.0,24.0,26.0,23.0,20.0,24.0,25.0,20.0,25.0,23.0,24.0,23.0,24.0,20.0,16.0,21.0,23.0,22.0,19.0,8.0,23.0,21.0,21.0,23.0,24.0,25.0,20.0,24.0,24.0,23.0,23.0,20.0,22.0,22.0,23.0,22.0,21.0,22.0,23.0,23.0,21.0,20.0,24.0,20.0
0-203-0-10805107001,18.0,18.0,16.0,10.0,22.0,22.0,25.0,24.0,25.0,23.0,25.0,24.0,25.0,9.0,,,17.0,23.0,25.0,23.0,26.0,25.0,24.0,23.0,25.0,20.0,23.0,25.0,25.0,19.0,23.0,21.0,23.0,10.0,6.0,24.0,23.0,20.0,24.0,21.0,26.0,22.0,21.0,25.0,24.0,24.0,20.0,24.0,22.0,23.0,24.0,21.0,26.0,25.0,24.0,20.0,21.0,25.0,24.0
0-203-0-10901012001,10.0,10.0,14.0,21.0,22.0,24.0,21.0,23.0,22.0,24.0,21.0,21.0,22.0,20.0,24.0,22.0,23.0,24.0,23.0,24.0,25.0,24.0,25.0,25.0,22.0,22.0,25.0,19.0,20.0,20.0,20.0,19.0,21.0,13.0,12.0,22.0,17.0,17.0,21.0,24.0,22.0,22.0,25.0,21.0,21.0,22.0,20.0,23.0,23.0,25.0,22.0,17.0,20.0,22.0,24.0,21.0,20.0,25.0,20.0
0-203-0-10901046001,26.0,25.0,24.0,23.0,19.0,23.0,22.0,20.0,20.0,19.0,20.0,20.0,25.0,24.0,24.0,26.0,25.0,24.0,25.0,24.0,23.0,24.0,25.0,26.0,22.0,24.0,25.0,23.0,22.0,22.0,24.0,25.0,24.0,16.0,13.0,22.0,22.0,19.0,26.0,24.0,26.0,24.0,26.0,24.0,24.0,23.0,20.0,25.0,22.0,25.0,25.0,23.0,24.0,24.0,22.0,24.0,24.0,25.0,24.0
0-203-0-10901060001,12.0,12.0,14.0,5.0,15.0,18.0,14.0,17.0,21.0,16.0,22.0,22.0,21.0,22.0,21.0,20.0,22.0,23.0,24.0,23.0,23.0,25.0,25.0,23.0,22.0,23.0,25.0,21.0,20.0,23.0,22.0,21.0,22.0,11.0,13.0,22.0,20.0,23.0,22.0,24.0,26.0,25.0,26.0,24.0,25.0,24.0,23.0,24.0,24.0,26.0,25.0,26.0,24.0,25.0,26.0,22.0,20.0,24.0,22.0
0-203-0-10901110001,18.0,25.0,24.0,24.0,23.0,22.0,21.0,22.0,24.0,25.0,26.0,21.0,25.0,26.0,23.0,22.0,22.0,22.0,23.0,24.0,23.0,23.0,25.0,25.0,23.0,22.0,25.0,23.0,22.0,20.0,23.0,21.0,23.0,15.0,10.0,23.0,20.0,18.0,24.0,25.0,25.0,23.0,20.0,24.0,24.0,23.0,21.0,24.0,25.0,23.0,23.0,19.0,21.0,26.0,25.0,20.0,22.0,23.0,21.0
0-203-0-10901114001,24.0,19.0,23.0,24.0,22.0,20.0,22.0,25.0,22.0,21.0,20.0,21.0,25.0,24.0,25.0,24.0,26.0,22.0,25.0,24.0,23.0,23.0,24.0,26.0,22.0,26.0,24.0,21.0,23.0,23.0,20.0,21.0,25.0,16.0,7.0,25.0,23.0,22.0,25.0,25.0,26.0,23.0,26.0,25.0,26.0,26.0,24.0,26.0,25.0,25.0,25.0,23.0,24.0,25.0,24.0,20.0,21.0,23.0,22.0
0-203-0-10901127001,16.0,14.0,10.0,7.0,17.0,20.0,18.0,19.0,22.0,15.0,14.0,15.0,13.0,16.0,19.0,14.0,26.0,26.0,21.0,20.0,23.0,22.0,25.0,24.0,24.0,24.0,25.0,25.0,23.0,21.0,23.0,21.0,22.0,15.0,11.0,24.0,21.0,21.0,25.0,24.0,26.0,21.0,24.0,24.0,24.0,22.0,24.0,26.0,23.0,24.0,24.0,21.0,22.0,25.0,24.0,24.0,23.0,24.0,22.0
0-203-0-10901141001,12.0,24.0,24.0,16.0,6.0,13.0,22.0,24.0,24.0,22.0,23.0,24.0,25.0,21.0,25.0,26.0,26.0,26.0,24.0,26.0,26.0,26.0,25.0,25.0,24.0,26.0,25.0,25.0,22.0,24.0,24.0,21.0,23.0,14.0,11.0,25.0,23.0,20.0,24.0,23.0,25.0,24.0,25.0,16.0,26.0,25.0,23.0,25.0,25.0,25.0,24.0,20.0,20.0,24.0,25.0,22.0,23.0,25.0,21.0
0-203-0-10902055001,11.0,12.0,18.0,24.0,24.0,24.0,23.0,24.0,25.0,23.0,26.0,25.0,25.0,24.0,24.0,25.0,23.0,24.0,23.0,25.0,26.0,24.0,24.0,24.0,25.0,24.0,25.0,23.0,20.0,18.0,22.0,21.0,22.0,13.0,7.0,25.0,20.0,18.0,23.0,24.0,24.0,23.0,23.0,24.0,25.0,23.0,23.0,24.0,22.0,26.0,25.0,20.0,24.0,25.0,25.0,20.0,24.0,25.0,23.0
0-203-0-10902100001,23.0,24.0,21.0,23.0,,,23.0,24.0,25.0,25.0,23.0,22.0,24.0,23.0,22.0,21.0,23.0,18.0,4.0,26.0,24.0,19.0,24.0,25.0,24.0,22.0,23.0,23.0,22.0,19.0,22.0,21.0,22.0,10.0,7.0,22.0,22.0,22.0,24.0,21.0,26.0,20.0,23.0,24.0,25.0,24.0,24.0,26.0,23.0,25.0,25.0,20.0,19.0,24.0,25.0,23.0,23.0,23.0,23.0
0-203-0-10903055001,22.0,23.0,23.0,24.0,23.0,23.0,20.0,25.0,24.0,25.0,25.0,25.0,25.0,23.0,24.0,24.0,22.0,23.0,24.0,22.0,25.0,25.0,24.0,20.0,24.0,,,,22.0,17.0,22.0,23.0,24.0,17.0,4.0,25.0,21.0,19.0,23.0,24.0,26.0,25.0,24.0,25.0,26.0,25.0,25.0,26.0,25.0,26.0,24.0,22.0,25.0,25.0,23.0,23.0,23.0,26.0,23.0
0-203-0-10903058001,19.0,12.0,15.0,9.0,18.0,18.0,18.0,18.0,22.0,15.0,16.0,14.0,13.0,23.0,21.0,23.0,24.0,22.0,22.0,21.0,24.0,23.0,24.0,25.0,22.0,21.0,21.0,21.0,22.0,12.0,23.0,21.0,19.0,12.0,6.0,23.0,17.0,16.0,23.0,21.0,26.0,22.0,22.0,26.0,25.0,22.0,20.0,22.0,22.0,22.0,23.0,18.0,19.0,24.0,26.0,23.0,23.0,21.0,23.0
0-203-0-10903081001,16.0,17.0,13.0,7.0,19.0,19.0,19.0,21.0,21.0,15.0,15.0,17.0,12.0,23.0,23.0,20.0,26.0,25.0,21.0,23.0,24.0,26.0,25.0,25.0,26.0,24.0,22.0,23.0,24.0,19.0,23.0,26.0,22.0,14.0,5.0,24.0,22.0,21.0,24.0,21.0,26.0,24.0,22.0,25.0,25.0,25.0,22.0,24.0,23.0,25.0,23.0,24.0,24.0,24.0,26.0,22.0,23.0,25.0,23.0
0-203-0-10903144001,14.0,15.0,16.0,7.0,16.0,18.0,19.0,23.0,23.0,18.0,15.0,17.0,12.0,21.0,21.0,23.0,23.0,24.0,22.0,20.0,24.0,24.0,24.0,25.0,24.0,26.0,23.0,20.0,22.0,20.0,25.0,24.0,23.0,17.0,8.0,23.0,23.0,22.0,24.0,23.0,22.0,23.0,24.0,22.0,24.0,22.0,22.0,22.0,23.0,24.0,22.0,20.0,22.0,22.0,25.0,20.0,22.0,23.0,21.0
0-203-0-10903164001,20.0,17.0,16.0,17.0,22.0,22.0,22.0,25.0,24.0,23.0,24.0,22.0,25.0,23.0,23.0,25.0,25.0,20.0,24.0,23.0,22.0,25.0,24.0,24.0,24.0,22.0,24.0,24.0,22.0,17.0,23.0,23.0,22.0,12.0,5.0,23.0,21.0,22.0,25.0,17.0,26.0,23.0,20.0,23.0,24.0,23.0,17.0,24.0,23.0,25.0,23.0,22.0,25.0,24.0,24.0,24.0,23.0,23.0,23.0
0-203-0-10904008001,17.0,19.0,20.0,23.0,20.0,22.0,22.0,24.0,24.0,23.0,22.0,20.0,23.0,20.0,21.0,21.0,25.0,22.0,23.0,23.0,24.0,22.0,25.0,22.0,24.0,24.0,23.0,22.0,23.0,20.0,26.0,25.0,25.0,10.0,4.0,24.0,20.0,21.0,22.0,15.0,26.0,23.0,22.0,26.0,22.0,24.0,18.0,23.0,22.0,25.0,22.0,22.0,23.0,24.0,25.0,23.0,22.0,23.0,24.0
0-203-0-11001016001,11.0,15.0,13.0,5.0,25.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,26.0,24.0,25.0,22.0,23.0,21.0,19.0,24.0,23.0,21.0,21.0,21.0,22.0,17.0,23.0,20.0,22.0,15.0,22.0,17.0,20.0,21.0,14.0,12.0,15.0,17.0,23.0,20.0,26.0,21.0,23.0,25.0,24.0,21.0,20.0,25.0,23.0,20.0,23.0,20.0,18.0,26.0,25.0,22.0,20.0,22.0,20.0
0-203-0-11001044001,24.0,22.0,19.0,19.0,20.0,21.0,22.0,23.0,23.0,24.0,23.0,24.0,25.0,25.0,23.0,25.0,24.0,22.0,24.0,24.0,26.0,24.0,23.0,23.0,23.0,20.0,22.0,23.0,22.0,20.0,24.0,21.0,22.0,18.0,8.0,13.0,16.0,22.0,23.0,20.0,26.0,19.0,25.0,24.0,25.0,21.0,20.0,23.0,24.0,23.0,23.0,20.0,21.0,26.0,25.0,20.0,20.0,20.0,23.0
0-203-0-11001058001,24.0,25.0,22.0,22.0,24.0,26.0,25.0,25.0,26.0,25.0,26.0,25.0,24.0,22.0,24.0,26.0,23.0,26.0,22.0,24.0,24.0,23.0,22.0,26.0,23.0,22.0,22.0,20.0,23.0,16.0,23.0,20.0,22.0,22.0,13.0,14.0,14.0,19.0,24.0,23.0,26.0,22.0,25.0,22.0,25.0,21.0,20.0,23.0,21.0,22.0,22.0,13.0,19.0,21.0,22.0,19.0,19.0,23.0,19.0
0-203-0-11001107001,22.0,24.0,24.0,25.0,24.0,22.0,24.0,25.0,25.0,26.0,26.0,25.0,24.0,24.0,26.0,24.0,26.0,24.0,26.0,25.0,22.0,25.0,22.0,21.0,23.0,22.0,24.0,19.0,23.0,19.0,25.0,23.0,23.0,24.0,10.0,7.0,12.0,21.0,22.0,15.0,25.0,20.0,21.0,22.0,22.0,23.0,20.0,24.0,22.0,24.0,23.0,22.0,23.0,26.0,25.0,22.0,22.0,22.0,24.0
0-203-0-11001177001,16.0,17.0,23.0,25.0,25.0,22.0,25.0,26.0,26.0,25.0,23.0,25.0,24.0,23.0,22.0,22.0,25.0,25.0,23.0,26.0,25.0,24.0,23.0,24.0,22.0,22.0,25.0,22.0,22.0,20.0,25.0,24.0,25.0,23.0,15.0,7.0,17.0,22.0,20.0,14.0,26.0,24.0,24.0,23.0,25.0,25.0,25.0,25.0,21.0,23.0,25.0,21.0,22.0,25.0,23.0,25.0,22.0,22.0,25.0
0-203-0-11001186001,19.0,22.0,21.0,19.0,22.0,20.0,22.0,25.0,24.0,24.0,21.0,20.0,24.0,24.0,25.0,25.0,24.0,23.0,20.0,18.0,23.0,23.0,23.0,24.0,25.0,22.0,25.0,22.0,24.0,18.0,23.0,24.0,21.0,24.0,16.0,7.0,15.0,22.0,17.0,17.0,25.0,26.0,21.0,24.0,24.0,24.0,16.0,25.0,22.0,23.0,24.0,22.0,22.0,25.0,23.0,25.0,21.0,23.0,22.0
0-203-0-11002037001,21.0,22.0,18.0,11.0,25.0,22.0,23.0,26.0,26.0,26.0,26.0,24.0,26.0,23.0,20.0,24.0,25.0,22.0,25.0,23.0,18.0,26.0,24.0,25.0,26.0,22.0,24.0,25.0,23.0,22.0,25.0,23.0,24.0,23.0,7.0,7.0,16.0,21.0,25.0,18.0,25.0,25.0,23.0,25.0,23.0,24.0,19.0,25.0,23.0,23.0,24.0,23.0,23.0,26.0,22.0,25.0,21.0,21.0,25.0
0-203-0-11002055001,17.0,18.0,14.0,7.0,17.0,22.0,20.0,21.0,23.0,16.0,17.0,20.0,24.0,25.0,24.0,25.0,25.0,24.0,25.0,26.0,26.0,25.0,25.0,24.0,24.0,24.0,25.0,26.0,23.0,23.0,23.0,24.0,24.0,26.0,8.0,8.0,16.0,23.0,25.0,20.0,26.0,23.0,23.0,24.0,23.0,25.0,23.0,25.0,23.0,23.0,24.0,21.0,23.0,25.0,25.0,22.0,21.0,22.0,21.0
0-203-0-11002086001,22.0,25.0,23.0,25.0,25.0,23.0,21.0,23.0,25.0,18.0,26.0,24.0,21.0,19.0,20.0,23.0,23.0,19.0,23.0,22.0,23.0,23.0,22.0,22.0,20.0,21.0,26.0,22.0,23.0,24.0,20.0,21.0,22.0,19.0,23.0,23.0,21.0,23.0,22.0,15.0,26.0,21.0,25.0,22.0,26.0,25.0,23.0,24.0,23.0,22.0,22.0,21.0,23.0,25.0,24.0,23.0,23.0,22.0,23.0
0-203-0-11002097001,26.0,23.0,25.0,25.0,15.0,25.0,25.0,24.0,26.0,25.0,25.0,23.0,21.0,24.0,24.0,25.0,24.0,20.0,26.0,25.0,24.0,25.0,23.0,23.0,25.0,17.0,25.0,24.0,22.0,21.0,23.0,22.0,24.0,24.0,22.0,22.0,23.0,24.0,21.0,17.0,26.0,24.0,22.0,22.0,23.0,23.0,20.0,25.0,22.0,25.0,23.0,21.0,23.0,25.0,24.0,24.0,25.0,23.0,25.0
0-203-0-11003009001,19.0,18.0,16.0,9.0,18.0,21.0,16.0,19.0,23.0,15.0,17.0,13.0,15.0,22.0,20.0,22.0,24.0,22.0,23.0,22.0,25.0,23.0,22.0,23.0,24.0,18.0,26.0,24.0,25.0,21.0,23.0,23.0,25.0,23.0,7.0,13.0,13.0,24.0,25.0,17.0,24.0,19.0,23.0,20.0,23.0,23.0,19.0,25.0,22.0,24.0,21.0,21.0,21.0,24.0,23.0,21.0,21.0,22.0,25.0
0-203-0-11003028001,20.0,19.0,19.0,10.0,21.0,19.0,22.0,21.0,22.0,18.0,21.0,17.0,13.0,22.0,22.0,25.0,24.0,26.0,23.0,20.0,21.0,26.0,24.0,26.0,25.0,22.0,26.0,25.0,23.0,21.0,25.0,25.0,24.0,22.0,7.0,13.0,14.0,20.0,23.0,17.0,26.0,25.0,22.0,23.0,23.0,24.0,22.0,25.0,22.0,22.0,22.0,21.0,21.0,23.0,22.0,20.0,21.0,21.0,23.0
0-203-0-11003072001,19.0,23.0,22.0,19.0,25.0,25.0,25.0,24.0,24.0,23.0,26.0,22.0,20.0,23.0,20.0,24.0,23.0,15.0,24.0,25.0,20.0,23.0,23.0,22.0,22.0,21.0,25.0,22.0,23.0,16.0,23.0,23.0,22.0,21.0,11.0,7.0,13.0,20.0,23.0,13.0,26.0,24.0,24.0,21.0,24.0,24.0,20.0,25.0,22.0,25.0,22.0,22.0,23.0,26.0,22.0,24.0,23.0,23.0,25.0
0-203-0-11003082001,20.0,22.0,21.0,25.0,18.0,15.0,25.0,24.0,25.0,25.0,24.0,24.0,24.0,24.0,21.0,23.0,23.0,19.0,23.0,23.0,22.0,23.0,22.0,25.0,22.0,23.0,25.0,21.0,23.0,19.0,19.0,22.0,23.0,19.0,15.0,8.0,14.0,22.0,22.0,17.0,26.0,17.0,24.0,24.0,24.0,26.0,20.0,24.0,23.0,23.0,22.0,20.0,20.0,25.0,22.0,21.0,20.0,23.0,24.0
0-203-0-11005011001,21.0,21.0,25.0,23.0,21.0,24.0,24.0,25.0,26.0,23.0,23.0,14.0,26.0,25.0,26.0,26.0,26.0,24.0,23.0,25.0,22.0,22.0,23.0,22.0,19.0,16.0,26.0,21.0,22.0,23.0,23.0,25.0,22.0,24.0,11.0,11.0,15.0,24.0,21.0,23.0,26.0,24.0,25.0,25.0,26.0,24.0,22.0,25.0,24.0,25.0,23.0,21.0,19.0,24.0,25.0,23.0,22.0,21.0,23.0
0-203-0-11005023001,20.0,21.0,18.0,10.0,22.0,20.0,19.0,24.0,25.0,20.0,25.0,10.0,16.0,21.0,22.0,22.0,22.0,19.0,20.0,20.0,23.0,23.0,21.0,23.0,22.0,17.0,21.0,20.0,17.0,13.0,21.0,19.0,16.0,18.0,11.0,6.0,12.0,21.0,24.0,21.0,26.0,24.0,24.0,23.0,23.0,24.0,20.0,24.0,22.0,25.0,23.0,19.0,20.0,24.0,25.0,22.0,23.0,21.0,23.0
0-203-0-11005040001,25.0,25.0,25.0,24.0,23.0,25.0,22.0,26.0,26.0,23.0,25.0,23.0,25.0,24.0,25.0,25.0,26.0,21.0,25.0,26.0,21.0,25.0,23.0,24.0,24.0,22.0,25.0,22.0,22.0,17.0,21.0,22.0,25.0,22.0,13.0,8.0,16.0,21.0,21.0,20.0,26.0,23.0,25.0,26.0,25.0,25.0,17.0,25.0,22.0,23.0,23.0,23.0,19.0,26.0,24.0,22.0,22.0,23.0,23.0
0-203-0-11005050001,23.0,22.0,20.0,10.0,19.0,22.0,22.0,25.0,25.0,26.0,23.0,20.0,25.0,21.0,23.0,24.0,25.0,18.0,23.0,25.0,22.0,23.0,24.0,22.0,21.0,19.0,24.0,22.0,22.0,16.0,21.0,22.0,23.0,23.0,11.0,8.0,16.0,21.0,23.0,16.0,26.0,23.0,22.0,24.0,25.0,24.0,19.0,24.0,22.0,25.0,23.0,23.0,21.0,26.0,24.0,21.0,22.0,24.0,25.0
0-203-0-11005051001,24.0,18.0,22.0,25.0,23.0,24.0,20.0,24.0,22.0,22.0,25.0,23.0,21.0,23.0,23.0,23.0,24.0,24.0,22.0,24.0,8.0,23.0,23.0,24.0,24.0,25.0,24.0,25.0,22.0,18.0,23.0,22.0,24.0,22.0,11.0,7.0,15.0,23.0,21.0,18.0,26.0,26.0,26.0,26.0,24.0,25.0,21.0,25.0,16.0,25.0,23.0,23.0,24.0,26.0,23.0,22.0,20.0,24.0,25.0
0-203-0-11101013001,15.0,14.0,12.0,6.0,15.0,21.0,16.0,17.0,21.0,13.0,15.0,13.0,9.0,21.0,24.0,22.0,26.0,24.0,23.0,22.0,26.0,24.0,20.0,24.0,23.0,21.0,25.0,21.0,22.0,17.0,21.0,20.0,22.0,17.0,14.0,13.0,15.0,18.0,22.0,24.0,26.0,22.0,26.0,24.0,26.0,25.0,24.0,25.0,25.0,25.0,23.0,21.0,22.0,24.0,26.0,21.0,22.0,21.0,21.0
0-203-0-11101025001,21.0,24.0,17.0,7.0,19.0,24.0,20.0,23.0,24.0,24.0,24.0,22.0,19.0,23.0,24.0,24.0,25.0,20.0,19.0,25.0,26.0,23.0,24.0,23.0,21.0,17.0,24.0,20.0,21.0,16.0,22.0,21.0,21.0,19.0,16.0,9.0,14.0,20.0,23.0,20.0,26.0,23.0,21.0,22.0,25.0,21.0,20.0,24.0,24.0,25.0,22.0,22.0,23.0,24.0,24.0,21.0,22.0,21.0,23.0
0-203-0-11101047001,2.0,1.0,14.0,23.0,24.0,20.0,20.0,24.0,26.0,20.0,24.0,24.0,25.0,24.0,23.0,21.0,24.0,23.0,24.0,25.0,25.0,23.0,23.0,22.0,21.0,16.0,25.0,19.0,22.0,17.0,21.0,18.0,19.0,18.0,15.0,8.0,14.0,19.0,23.0,19.0,26.0,24.0,21.0,22.0,26.0,20.0,18.0,25.0,22.0,23.0,22.0,21.0,20.0,24.0,24.0,20.0,21.0,21.0,23.0
0-203-0-11101055001,21.0,24.0,26.0,23.0,13.0,25.0,23.0,24.0,24.0,22.0,25.0,21.0,24.0,19.0,20.0,20.0,22.0,17.0,21.0,14.0,22.0,19.0,21.0,19.0,16.0,12.0,20.0,17.0,19.0,7.0,19.0,22.0,16.0,19.0,11.0,7.0,14.0,17.0,22.0,17.0,26.0,24.0,20.0,22.0,25.0,21.0,21.0,25.0,24.0,23.0,23.0,20.0,21.0,23.0,24.0,18.0,21.0,21.0,24.0
0-203-0-11101060001,20.0,18.0,20.0,16.0,23.0,22.0,23.0,24.0,24.0,23.0,17.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,22.0,23.0,23.0,24.0,25.0,24.0,25.0,26.0,26.0,24.0,24.0,20.0,23.0,25.0,25.0,21.0,17.0,7.0,16.0,19.0,20.0,17.0,25.0,25.0,24.0,24.0,25.0,24.0,19.0,25.0,22.0,24.0,22.0,24.0,23.0,24.0,21.0,21.0,23.0,23.0,23.0
0-203-0-11102023001,25.0,25.0,24.0,24.0,26.0,25.0,26.0,26.0,24.0,25.0,25.0,22.0,26.0,21.0,20.0,24.0,25.0,24.0,26.0,25.0,24.0,24.0,24.0,25.0,24.0,19.0,26.0,16.0,19.0,20.0,23.0,19.0,18.0,18.0,10.0,12.0,16.0,19.0,23.0,20.0,14.0,21.0,21.0,22.0,25.0,23.0,22.0,25.0,25.0,20.0,24.0,21.0,17.0,24.0,23.0,18.0,17.0,25.0,23.0
0-203-0-11102028001,13.0,16.0,15.0,8.0,17.0,17.0,25.0,24.0,22.0,21.0,24.0,24.0,25.0,20.0,24.0,24.0,23.0,23.0,22.0,25.0,25.0,21.0,22.0,25.0,20.0,18.0,23.0,17.0,22.0,24.0,22.0,22.0,20.0,22.0,14.0,12.0,15.0,15.0,23.0,23.0,26.0,20.0,21.0,23.0,24.0,21.0,19.0,25.0,21.0,21.0,24.0,21.0,20.0,24.0,23.0,17.0,16.0,24.0,24.0
0-203-0-11102036001,24.0,23.0,24.0,25.0,24.0,25.0,18.0,21.0,24.0,23.0,23.0,23.0,25.0,25.0,25.0,24.0,23.0,25.0,23.0,25.0,25.0,24.0,22.0,25.0,22.0,18.0,24.0,23.0,21.0,21.0,22.0,20.0,23.0,21.0,18.0,17.0,14.0,19.0,21.0,25.0,24.0,20.0,25.0,25.0,25.0,25.0,23.0,24.0,21.0,22.0,22.0,20.0,20.0,24.0,23.0,19.0,18.0,24.0,21.0
0-203-0-11102044001,17.0,23.0,16.0,24.0,23.0,20.0,20.0,25.0,23.0,25.0,22.0,21.0,18.0,22.0,24.0,25.0,26.0,24.0,23.0,25.0,24.0,22.0,22.0,25.0,23.0,20.0,26.0,23.0,21.0,12.0,23.0,23.0,19.0,20.0,15.0,7.0,15.0,15.0,23.0,19.0,26.0,22.0,20.0,23.0,25.0,24.0,20.0,25.0,23.0,22.0,25.0,22.0,24.0,25.0,23.0,21.0,23.0,22.0,24.0
0-203-0-11102088001,22.0,20.0,17.0,8.0,18.0,20.0,23.0,22.0,22.0,22.0,18.0,18.0,15.0,25.0,24.0,24.0,25.0,20.0,24.0,20.0,24.0,23.0,24.0,26.0,25.0,25.0,24.0,24.0,22.0,21.0,23.0,23.0,22.0,21.0,17.0,7.0,15.0,22.0,21.0,20.0,26.0,25.0,25.0,21.0,25.0,23.0,20.0,24.0,22.0,25.0,21.0,22.0,22.0,25.0,22.0,22.0,22.0,23.0,24.0
0-203-0-11102119001,22.0,17.0,21.0,25.0,26.0,25.0,19.0,24.0,24.0,23.0,26.0,21.0,25.0,26.0,23.0,24.0,25.0,24.0,23.0,25.0,23.0,23.0,23.0,23.0,25.0,19.0,26.0,23.0,23.0,17.0,21.0,20.0,22.0,20.0,13.0,8.0,13.0,20.0,22.0,20.0,26.0,26.0,25.0,24.0,25.0,24.0,23.0,24.0,22.0,22.0,23.0,20.0,24.0,26.0,22.0,21.0,22.0,23.0,25.0
0-203-0-11102153001,14.0,15.0,16.0,8.0,19.0,17.0,22.0,19.0,23.0,16.0,16.0,13.0,12.0,24.0,21.0,22.0,25.0,20.0,23.0,22.0,25.0,25.0,23.0,22.0,22.0,17.0,25.0,23.0,22.0,16.0,21.0,24.0,22.0,16.0,10.0,8.0,15.0,23.0,23.0,21.0,26.0,23.0,25.0,24.0,24.0,20.0,19.0,24.0,22.0,23.0,23.0,22.0,16.0,25.0,25.0,17.0,22.0,22.0,21.0
0-203-0-11103001001,23.0,21.0,22.0,22.0,23.0,25.0,21.0,25.0,25.0,22.0,25.0,23.0,24.0,24.0,23.0,23.0,24.0,22.0,20.0,20.0,19.0,21.0,23.0,26.0,25.0,23.0,25.0,8.0,24.0,10.0,19.0,23.0,21.0,20.0,15.0,7.0,10.0,17.0,20.0,17.0,26.0,23.0,23.0,24.0,24.0,24.0,22.0,24.0,24.0,24.0,23.0,22.0,22.0,25.0,21.0,20.0,23.0,25.0,23.0
0-203-0-11103045001,18.0,22.0,21.0,22.0,23.0,26.0,24.0,26.0,25.0,24.0,25.0,24.0,22.0,22.0,26.0,16.0,23.0,22.0,18.0,24.0,22.0,25.0,24.0,23.0,23.0,21.0,24.0,21.0,23.0,18.0,18.0,19.0,22.0,8.0,8.0,24.0,18.0,17.0,21.0,20.0,24.0,18.0,19.0,21.0,20.0,23.0,17.0,22.0,20.0,23.0,24.0,14.0,21.0,25.0,23.0,17.0,20.0,23.0,19.0
0-203-0-11103049001,21.0,21.0,18.0,24.0,22.0,22.0,20.0,22.0,21.0,19.0,15.0,19.0,15.0,23.0,25.0,24.0,25.0,20.0,24.0,23.0,22.0,22.0,22.0,23.0,24.0,20.0,23.0,23.0,24.0,18.0,23.0,23.0,22.0,8.0,3.0,23.0,22.0,23.0,24.0,17.0,26.0,23.0,23.0,23.0,24.0,24.0,20.0,24.0,22.0,24.0,20.0,22.0,21.0,25.0,21.0,22.0,22.0,23.0,22.0
0-203-0-111040030,23.0,22.0,13.0,13.0,23.0,25.0,24.0,20.0,26.0,24.0,25.0,24.0,24.0,25.0,26.0,25.0,26.0,23.0,24.0,21.0,24.0,26.0,25.0,23.0,20.0,18.0,22.0,21.0,20.0,17.0,19.0,20.0,24.0,11.0,7.0,23.0,21.0,19.0,22.0,20.0,26.0,21.0,25.0,24.0,25.0,21.0,20.0,25.0,24.0,23.0,22.0,22.0,19.0,22.0,25.0,20.0,19.0,21.0,22.0
0-203-0-11105036001,21.0,18.0,20.0,9.0,19.0,20.0,22.0,23.0,24.0,24.0,17.0,23.0,18.0,21.0,22.0,19.0,22.0,20.0,19.0,23.0,21.0,22.0,23.0,21.0,22.0,19.0,23.0,22.0,24.0,22.0,26.0,24.0,21.0,9.0,3.0,24.0,21.0,20.0,25.0,20.0,25.0,23.0,20.0,23.0,24.0,24.0,18.0,24.0,23.0,25.0,22.0,20.0,23.0,26.0,24.0,23.0,24.0,23.0,9.0
0-203-0-11202007001,,15.0,19.0,19.0,26.0,24.0,23.0,22.0,24.0,21.0,21.0,24.0,24.0,26.0,20.0,21.0,26.0,22.0,25.0,21.0,25.0,23.0,24.0,24.0,23.0,23.0,23.0,26.0,20.0,16.0,24.0,22.0,24.0,12.0,7.0,24.0,21.0,22.0,24.0,16.0,26.0,25.0,20.0,25.0,25.0,26.0,20.0,24.0,23.0,22.0,24.0,22.0,23.0,24.0,21.0,23.0,23.0,22.0,22.0
0-203-0-11202034001,21.0,23.0,22.0,24.0,25.0,25.0,24.0,24.0,24.0,25.0,22.0,23.0,23.0,25.0,25.0,24.0,25.0,21.0,23.0,21.0,22.0,26.0,25.0,24.0,25.0,25.0,24.0,23.0,22.0,21.0,25.0,25.0,25.0,12.0,5.0,24.0,22.0,20.0,22.0,20.0,25.0,25.0,22.0,22.0,23.0,23.0,23.0,24.0,24.0,23.0,21.0,22.0,24.0,26.0,22.0,24.0,24.0,24.0,24.0
0-203-0-11301046001,11.0,11.0,13.0,6.0,15.0,18.0,20.0,24.0,22.0,24.0,21.0,21.0,22.0,22.0,22.0,24.0,23.0,26.0,25.0,26.0,25.0,26.0,24.0,25.0,24.0,24.0,23.0,21.0,19.0,10.0,25.0,18.0,19.0,22.0,17.0,12.0,15.0,21.0,23.0,24.0,26.0,19.0,22.0,25.0,23.0,22.0,22.0,23.0,24.0,19.0,23.0,17.0,23.0,23.0,18.0,17.0,21.0,25.0,22.0
